Country	Area	Location	Month	Year	Time	Sex	Age	Type	Injury Categories	Species
MAURITIUS	Cargados Carajos Shoals (St. Brandon)	unknown	Oct	2014	unknown	M	39	Provoked	Lethal	unknown
AUSTRALIA	Western Australia	Freo	Oct	2014	unknown	M	unknown	Boat	Minor injury	White shark
USA	Florida	Indian Harbor Beach, Brevard County	Oct	2014	13h00	M	44	Unprovoked	Lacerations	2' shark
USA	California	Franklin Point, San Mateo County	Oct	2014	unknown	unknown	unknown	Boat	Minor injury	White shark
USA	Hawaii	Airplane Beach, Lahina, West Maui	Sep	2014	13h30	M	53	Unprovoked	Lacerations	1.5 m shark
AUSTRALIA	New South Wales	Moonee Beach	Sep	2014	06h30	M	unknown	Unprovoked	Minor injury	unknown
USA	Florida	Fort Pierce Inlet State Park, St. Lucie County	Sep	2014	16h30	M	18	Unprovoked	Minor injury	unknown
USA	Hawaii	North Kohala, Hawaii County	Sep	2014	11h00	F	34	Unprovoked	Lacerations	Tiger shark, 12'
AUSTRALIA	New South Wales	Wallabi Point	Sep	2014	18h00	M	20	Provoked	Lacerations	unknown
USA	Hawaii	Kihei, Maui	Sep	2014	10h00	F	unknown	Unprovoked	Limbs bitten	Tiger shark
USA	Hawaii	Kahului, Maui	Sep	2014	08h00	M	unknown	Unprovoked	Limbs bitten	unknown
USA	California	Leadbetter Beach, Santa Barbara County	Aug	2014	unknown	F	unknown	Boat	Limbs bitten	unknown
USA	Hawaii	Maalaea, South Maui	Aug	2014	11h15	M	unknown	Unprovoked	Limbs bitten	12' to 14' shark
AUSTRALIA	New South Wales	Avoca Beach	Aug	2014	06h30	F	13	Unprovoked	Lacerations	1 m shark
USA	South Carolina	Hilton Head Island, Beaufort County	Aug	2014	unknown	F	7	Unprovoked	Lacerations	Bull shark, 3' to 4'
USA	Florida	Melbourne Beach, Brevard County	Aug	2014	15h30	F	unknown	Unprovoked	Lacerations	unknown
USA	Florida	Cherie Down Park, Brevard County	Aug	2014	Afternoon	F	40	Unprovoked	Limbs bitten	unknown
AUSTRALIA	Western Australia	Castle Rock, north of Dunsborough	Aug	2014	17h20	M	unknown	Boat	Minor injury	unknown
USA	Florida	New Smyrna Beach, Volusia County	Aug	2014	11h30	M	29	Unprovoked	Limbs bitten	Blacktip shark
USA	Florida	New Smyrna Beach, Volusia County	Aug	2014	11h00	M	15	Unprovoked	Limbs bitten	Blacktip shark
USA	California	Santa Barbara County	Aug	2014	14h00	M	unknown	Boat	Minor injury	White shark, 18' to 20'
USA	California	Santa Barbara County	Aug	2014	11h30	M	unknown	Boat	Minor injury	White shark
USA	California	Walls Beach, Vandenberg AFB, Santa Barbara County	Aug	2014	17h30	M	28	Unprovoked	Lacerations	8' to 10' shark
AUSTRALIA	Western Australia	Kelpids Beach, Wylie Bay, Esperance	Aug	2014	11h00	M	23	Unprovoked	Lacerations	"2 white shark: 13' & 9""8"""
USA	Florida	New Smyrna Beach, Volusia County	Aug	2014	11h30	M	unknown	Unprovoked	Minor injury	unknown
FRENCH POLYNESIA	Moorea	Tiahura Lagoon	Aug	2014	unknown	F	36	Unprovoked	Minor injury	Blacktip shark
AUSTRALIA	New South Wales	Clarkes Beach, Byron Bay	Aug	2014	10h45	M	50	Unprovoked	Lethal	7' shark
USA	Alabama	Katrina Cut, Dauphin Island, Mobile County	Aug	2014	13h00	M	43	Unprovoked	Limbs bitten	Bull shark
USA	Massachusetts	Manomet Point, Plymouth, Plymouth County	Aug	2014	18h00	F	20s	Unprovoked	Limbs bitten	White shark, 12' to 14'
USA	Florida	Fletcher Beach, Hutchinson Island, Martin County	Jul	2014	20h00	M	52	Provoked	Limbs bitten	3' to 4' shark
SPAIN	Catalonia	Salou	Jul	2014	unknown	M	16	Unprovoked	Lacerations	unknown
USA	Florida	New Smyrna Beach, Volusia County	Jul	2014	16h40	F	13	Unprovoked	Minor injury	Spinner shark
USA	Florida	Ponce Inlet, Volusia County	Jul	2014	unknown	M	17	Unprovoked	Lacerations	Spinner shark or blacktip shark
USA	Maryland	Assateague National Seashore	Jul	2014	unknown	M	33	Provoked	Lacerations	unknown
SPAIN	Alicante	Benidorm	Jul	2014	unknown	F	30s	Unprovoked	Lacerations	small shark
USA	North Carolina	Figure Eight Island,  New Hanover County	Jul	2014	unknown	M	29	Unprovoked	Lacerations	4' to 6' shark
USA	South Carolina	Surfside Beach, Horry  County	Jul	2014	15h00	F	unknown	Unprovoked	Limbs bitten	unknown
USA	Florida	Apalachicola Bay 	Jul	2014	unknown	M	unknown	Provoked	Lacerations	Bull shark, 4.5' 
USA	North Carolina	Off Masonboro Island, New Hanover County	Jul	2014	unknown	unknown	unknown	Unprovoked	Lacerations	4' shark
AUSTRALIA	Western Australia	Gnaraloo	Jun	2014	unknown	M	31	Unprovoked	Lacerations	reef shark
USA	Florida	3 to 4 miles west of Indian Pass, Gulf County	Jun	2014	11h10	M	unknown	Unprovoked	Lacerations	 Bull shark, 8'
USA	Florida	Hallandale Beach, Broward County	Jun	2014	unknown	M	26	Unprovoked	Lacerations	unknown
BAHAMAS	unknown	unknown	Jun	2014	unknown	M	unknown	Unprovoked	Puncture wounds	Bull shark, 9' to 10'
USA	Florida	Lori Wilson Park, Cocoa Beach, Brevard  County	Jun	2014	13h30	F	10	Unprovoked	Puncture wounds	unknown
USA	Louisiana	Lake Ponchartain off Southshore Harbor, New Orleans	Jun	2014	Afternoon	M	7	Unprovoked	Lacerations	 Bull shark, 5'
USA	South Carolina	Folly Beach, Charleston County	Jun	2014	14h00	M	10	Unprovoked	Lacerations	4' tp 5' shark
USA	Florida	Cocoa Beach, Brevard  County	Jun	2014	unknown	F	45	Unprovoked	Lacerations	unknown
USA	Florida	South of Cocoa Beach, Brevard County	Jun	2014	unknown	M	50s	Unprovoked	Limbs bitten	unknown
USA	Florida	Table Beach, Brevard County	Jun	2014	13h00	M	8	Unprovoked	Lacerations	unknown
SOUTH AFRICA	Western Cape Province	Muizenberg	Jun	2014	14h00	M	20	Unprovoked	Limbs bitten	White shark
USA	North Carolina	Sunset Beach, Brunswick County	Jun	2014	unknown	M	Teen	Unprovoked	Limbs bitten	Possibly juvenile tiger shark
REUNION	Saint-Leu	unknown	May	2014	15h00	M	51	Unprovoked	Lacerations	1.8 metre shark
USA	Florida	Indialantic, Brevard County	May	2014	Early afternoon	M	8	Unprovoked	Lacerations	unknown
SPAIN	Canary Islands	Teresita, Santa Cruz, Tenerife	May	2014	unknown	unknown	unknown	Unprovoked	Minor injury	Angel shark
USA	Hawaii	Paia Bay, Maui	Nov	2014	17h50	M	61	Unprovoked	Lacerations	6' to 8' shark
USA	Florida	Okaloosa Island	May	2014	14h30	M	39	Unprovoked	Puncture wounds	4' shark
USA	North Carolina	Masonboro Island, New Hanover County	May	2014	unknown	M	unknown	Unprovoked	Lacerations	unknown
USA	Florida	New Smyrna Beach, Volusia County	May	2014	14h00	M	14	Unprovoked	Lacerations	unknown
USA	California	Manhattan Beach, Los Angeles County	May	2014	09h30	M	unknown	Provoked	Limbs bitten	 White shark, 7' 
USA	California	Oceano Dunes State Beach, San Luis Obispo County	May	2014	07h00 - 08h00	M	unknown	Unprovoked	Limbs bitten	unknown
USA	South Carolina	Isle of Palms, Charleston County	Apr	2014	18h15-18h30	M	19	Unprovoked	Limbs bitten	4' to 5' shark
ST. MARTIN	unknown	20 miles from shore	Apr	2014	unknown	M	48	Boat	No details	Oceanic whitetip shark'
BAHAMAS	Abaco Islands	unknown	Apr	2014	13h00	M	42	Unprovoked	Minor injury	Caribbean reef shark, 7' to 8'
AUSTRALIA	South Australia	Middleton Point, Fleurieu Peninsula	Apr	2014	17h01	M	unknown	Unprovoked	Minor injury	unknown
AUSTRALIA	South Australia	Middleton Point, Fleurieu Peninsula	Apr	2014	17h00	M	15	Unprovoked	Lacerations	unknown
AUSTRALIA	Western Australia	Horizontal Falls	Apr	2014	unknown	M	unknown	Provoked	Lacerations	 Lemon shark, 3.5 m
BRAZIL	unknown	500 km off the coast of Pernambuco	Apr	2014	unknown	M	43	Unprovoked	Minor injury	unknown
USA	Delaware	Cape Henlopen State Park, Sussex County	Apr	2014	17h00	M	16	Unprovoked	Lacerations	 Sandbar shark, 3' to 4'
AUSTRALIA	South Australia	Parsons Beach,  Fleurieu Peninsula	Mar	2014	09h45	M	39	Unprovoked	Minor injury	Bronze whaler shark, 1.5m
JAPAN	Atsumi peninsula	Aichi	Mar	2014	Afternoon	M	43	Unprovoked	Limbs bitten	unknown
USA	Texas	West Beach, Galveston	Mar	2014	Afternoon	F	14	Unprovoked	Lacerations	unknown
USA	Florida	Fort Lauderdale	Mar	2014	13h30	F	22	Unprovoked	Lacerations	Bull shark
AUSTRALIA	New South Wales	Seven Mile Beach, Gerroa	Mar	2014	Morning	M	unknown	Unprovoked	Lacerations	unknown
USA	Palmyra Atoll	unknown	Mar	2014	unknown	F	37	Unprovoked	Lacerations	Blacktip Reef shark 
AUSTRALIA	Queensland	Nerang River near Chevron Island	Mar	2014	unknown	F	29	Unprovoked	Lacerations	 Bull shark, 1.2m 
FRANCE	Wallis and Futuna	Wallis Island	Feb	2014	Morning	M	unknown	Unprovoked	Lacerations	3m shark
AUSTRALIA	New South Wales	The Australian Shark and Ray Centre	Feb	2014	unknown	M	10	Provoked	Minor injury	 Tawney nurse shark, 1m
ECUADOR	Galapagos Islands	Punta Vicente Roca, Isabella Island	Feb	2015	10h15	M	55	Unprovoked	Lacerations	Galapagos shark
USA	Florida	Juan Ponce de León Landing, Melbourne Beach, Brevard County	Feb	2014	11h30	F	38	Unprovoked	Limbs bitten	unknown
AUSTRALIA	South Australia	Elliston, Eyre Peninsula	Feb	2014	09h30	M	35	Unprovoked	Minor injury	 white shark, 15' 
USA	Florida	Jacksonville Beach, Duval County	Jan	2014	11h00	F	44	Unprovoked	Lacerations	unknown
USA	Georgia	Tybee Island, Chatham County	Jan	2014	unknown	M	12	Unprovoked	Puncture wounds	Shark involvement not confirmed
USA	South Carolina	Coligny Beach, Hilton Head, Beaufort County	May	2014	15h00	F	40	Unprovoked	Lacerations	4' to 5' shark
USA	Florida	New Smyrna Beach, Volusia County	Dec	2014	15h00	M	23	Unprovoked	Lacerations	3' shark
AUSTRALIA	Western Australia	South Passage, south of Coral Bay	Dec	2014	unknown	M	unknown	Unprovoked	Minor injury	reef shark?
USA	Florida	Cocoa Beach, Brevard  County	Dec	2014	15h30	M	42	Unprovoked	Lacerations	unknown
USA	Florida	New Smyrna Beach, Volusia County	Dec	2014	09h57	M	25	Unprovoked	Lacerations	unknown
SOUTH AFRICA	unknown	unknown	Dec	2014	unknown	unknown	unknown	Boat	Limbs bitten	White shark
SOUTH AFRICA	Eastern Cape Province	Port Alfred	Dec	2014	Morning	M	unknown	Provoked	Lacerations	 Raggedtooth shark, 2m
USA	Florida	New Smyrna Beach, Volusia County	Dec	2014	13h50	M	teen	Unprovoked	Puncture wounds	unknown
USA	Florida	New Smyrna Beach, Volusia County	Nov	2014	13h30	M	teen	Unprovoked	Lacerations	unknown
AUSTRALIA	New South Wales	Tathra	Nov	2014	08h20	F	63	Unprovoked	Lethal	3 m to 4 m white shark
SOUTH AFRICA	Eastern Cape Province	Second Beach, Port St Johns	Nov	2014	15h00	M	66	Unprovoked	Lethal	2 m shark
USA	Florida	Delray Beach	Nov	2014	unknown	M	unknown	Unprovoked	Lacerations	4' to 5' shark
USA	Florida	Macarthur State Park	Nov	2014	unknown	M	9	Unprovoked	Lacerations	unknown
NEW CALEDONIA	Baie de Sainte-Marie	unknown	Nov	2014	17h58	M	42	Unprovoked	Lacerations	unknown
AUSTRALIA	Victoria	Winkipop Beach	Nov	2014	Morning	M	42	Unprovoked	Minor injury	unknown
AUSTRALIA	New South Wales	Lighthouse Beach	Oct	2014	18h00	M	unknown	Unprovoked	Lacerations	Wobbegong shark
USA	Florida	Santa Lucea Beach, South Hutchinson Island, St. Lucie County	Oct	2014	unknown	M	21	Unprovoked	Lacerations	Blacktip or spinner shark?
FRENCH POLYNESIA	Society Islands	Huahine	Oct	2014	16h00	M	21	Unprovoked	Lacerations	Blacktip reef shark 
PAPUA NEW GUINEA	unknown	unknown	Oct	2014	Night	M	21	Boat	Limbs bitten	unknown
AUSTRALIA	South Australia	Goldsmith Beach, Yorke Peninsula	Oct	2014	12h00	M	28	Unprovoked	Lethal	unknown
TRINIDAD & TOBAGO	Trinidad	unknown	Oct	2014	unknown	M	unknown	Provoked	No details	unknown
NEW ZEALAND	South Island	Porpoise Bay	Oct	2014	20h30	M	28	Unprovoked	Lacerations	7-gill shark?
AUSTRALIA	New South Wales	Umina Beach	Oct	2014	unknown	M	unknown	Provoked	Lacerations	1m shark
NEW ZEALAND	South Island	Garden Bay near Cosy Nook	Oct	2014	unknown	M	24	Unprovoked	Minor injury	7-gill shark
JAPAN	Okinawa Prefecture	Off Miyako Island	Oct	2014	unknown	M	31	Sea Disaster	Limbs bitten	unknown
NEW ZEALAND	unknown	Stewart Island	Sep	2014	unknown	unknown	unknown	Boat	Limbs bitten	White shark, 6 m
NEW CALEDONIA	North Province	Lindéralique, Hienghène	Sep	2013	11h00	M	37	Unprovoked	Limbs bitten	Reported to involve a bull shark
SOUTH AFRICA	Western Cape Province	Die Platt	Sep	2013	08h45	M	19	Unprovoked	Minor injury	White shark, 3m 
KIRIBATI	740 miles SE of Tarawa Atoll	unknown	Sep	2013	unknown	M	35	Unprovoked	Minor injury	unknown
USA	Hawaii	Ninole Bay, Hawaii County	Sep	2013	08h00	M	29	Unprovoked	Lacerations	Tiger shark, 10' to 12'
USA	Florida	Cocoa Beach, Brevard  County	Sep	2013	14h30	M	30	Unprovoked	Limbs bitten	4' to 6' shark
AUSTRALIA	New South Wales	Shelly Beach, near Port Macquarie	Sep	2013	18h15	M	26	Unprovoked	Lacerations	 Wobbegong shark, 1.6 to 1.8m 
USA	Hawaii	Between  Makena & Molokini, Maui	Sep	2013	09h00	M	57	Unprovoked	Lethal	unknown
AUSTRALIA	New South Wales	Riecks Point,  Campbell’s Beach, 	Sep	2013	14h00	M	19	Unprovoked	Lethal	Tiger shark, 3m 
USA	Hawaii	Keawekapu Beach, Kihei, Maui	Sep	2013	13h00	F	58	Unprovoked	Limbs bitten	unknown
AUSTRALIA	Western Australia	Gracetown	Sep	2013	09h00	M	35	Unprovoked	Lethal	Thought to involve a white shark
USA	Oregon	Gleneden Beach, Lincoln County	Sep	2013	10h30	M	25	Unprovoked	Limbs bitten	White shark, 10 '
AUSTRALIA	Western Australia	Trigg Beach, Perth	Sep	2013	15h00	M	unknown	Unprovoked	Minor injury	Reported to involve a white shark
BAHAMAS	unknown	Off Cape Eleuthera	Sep	2013	11h00	M	77	Provoked	Minor injury	unknown
USA	New Jersey	Bay Head, Ocean County	Aug	2013	Afternoon	M	16	Unprovoked	Limbs bitten	unknown
USA	Florida	Floridana Beach, Brevard County	Aug	2013	unknown	M	unknown	Unprovoked	Limbs bitten	unknown
USA	Hawaii	Kanaha Beach, Maui	Aug	2013	15h19	M	46	Unprovoked	Limbs bitten	Tiger shark
AUSTRALIA	Western Australia	Turquoise Bay	Aug	2013	Afternoon	F	60	Unprovoked	Lacerations	Blacktip reef shark, 1m
REUNION	d’Étang-Salé	Ravine Mula	Aug	2013	16h30	M	24	Unprovoked	Severe	Thought to involve a bull shark
AUSTRALIA	Western Australia	Little Island, near Hillarys	Aug	2013	10h55	M	unknown	Unprovoked	Minor injury	Reported to involve a 4 m white shark
AUSTRALIA	New South Wales	South Narrabeen Beach	Aug	2013	18h15	M	41	Unprovoked	Minor injury	Wobbegong shark
USA	Hawaii	Waiehu, Maui	Aug	2013	15h55	M	45	Unprovoked	Lacerations	Whitetip reef shark, 4' to 6'
USA	Hawaii	Pila'a Beach, Kaua'i	Aug	2013	11h00	M	25	Unprovoked	Limbs bitten	Tiger shark
USA	Florida	Miami Beach	Aug	2013	Late afternoon	M	6	Unprovoked	Limbs bitten	Nurse shark?
SOUTH AFRICA	Eastern Cape Province	Albatros Point, near Jeffrey's Bay	Aug	2013	11h30	M	74	Unprovoked	Lethal	White shark
AUSTRALIA	Western Australia	Off Poison Creek, Cape Arid	Aug	2013	10h30	M	55	Unprovoked	Minor injury	White shark
USA	California	Bunkers, Humboldt Bay, Eureka, Humboldt County	Jul	2013	08h45	M	45	Unprovoked	Lacerations	White shark, 8' to 10'
USA	Florida	Destin, Okaloosa County	Jul	2013	15h30	M	12	Unprovoked	Lacerations	Small bull shark
USA	Florida	Melbourne Beach, Brevard County	Jul	2013	10h00	M	50	Unprovoked	Lacerations	unknown
ISRAEL	Southern District	Ashdod	Jul	2013	11h30	M	27	Provoked	Limbs bitten	unknown
USA	Florida	Panama City, Bay County	Jul	2013	10h30	M	7	Unprovoked	Lacerations	unknown
USA	Florida	Ormond Beach, Volusia County	Jul	2013	13h00	M	45	Unprovoked	Lacerations	unknown
USA	Florida	Carlin Park, Jupiter, Palm Beach County	Jul	2013	Morning	M	unknown	Unprovoked	Lacerations	unknown
USA	Florida	Casino Beach, Pensacola, Escambia County	Jul	2013	15h30	M	21	Unprovoked	Lacerations	Bull shark
USA	Florida	New Smyrna Beach,  Volusia County	Jul	2013	13h00	F	13	Unprovoked	Limbs bitten	3' shark
USA	South Carolina	St. Helena Island, Beaufort County	Jul	2013	unknown	F	unknown	Unprovoked	No details	unknown
USA	Florida	New Smyrna Beach,  Volusia County	Jul	2013	16h00	M	43	Provoked	Limbs bitten	3' shark
USA	Florida	New Smyrna Beach,  Volusia County	Jul	2013	16h00	M	25	Unprovoked	Limbs bitten	3' shark
USA	Florida	Ormond Beach, Volusia County	Jul	2013	13h00	M	17	Unprovoked	Limbs bitten	unknown
USA	Florida	Key West Aquarium	Jul	2013	unknown	M	3	Provoked	Limbs bitten	Nurse shark
BAHAMAS	unknown	unknown	Jun	2013	unknown	M	unknown	Unprovoked	Minor injury	unknown
USA	Florida	St Augustine Beach, St Johns County	Jun	2013	12h00	M	9	Unprovoked	Lacerations	4' shark
BAHAMAS	unknown	Freetown Beach	Jun	2013	unknown	M	unknown	Unprovoked	Limbs bitten	Blacktip shark
USA	California	Butterfly Beach, Montecito, Santa Barbara County	Jun	2013	23h00	M	unknown	Unprovoked	Limbs bitten	Salmon shark
FRANCE	Bay of Biscay	unknown	Jun	2013	20h30	M	50	Provoked	Lacerations	Mako shark, 5'
USA	Florida	Winterhaven Park,           Ponce Inlet, Volusia County	Jun	2013	17h00	F	11	Unprovoked	Minor injury	unknown
AUSTRALIA	New South Wales	Smiths	Jun	2013	15h00	M	unknown	Unprovoked	Lacerations	unknown
USA	Hawaii	Pohoiki 	Jun	2013	13h00	M	16	Unprovoked	Lacerations	unknown
USA	California	Pillar Point, Half-Moon Bay, San Mateo County	Jun	2013	12h40	F	unknown	Unprovoked	Minor injury	White shark
USA	Hawaii	Makenat, Maui	Jun	2013	16h30	F	20	Unprovoked	Lethal	Tiger shark?
USA	Hawaii	Ka'a Point, Maui	May	2013	13h55	F	19	Unprovoked	Limbs bitten	unknown
USA	South Carolina	Folly Beach	May	2013	17h30	M	10	Unprovoked	Minor injury	Bull shark, 8'
SOUTH AFRICA	unknown	unknown	May	2013	unknown	M	unknown	Unprovoked	No details	Blacktip shark
USA	Florida	Sanibel Island, Lee County	May	2013	15h00	M	17	Unprovoked	Minor injury	Bull shark, 6' to 8'
USA	Hawaii	Ulua Beach, Maui	May	2013	08h45	F	56	Unprovoked	Lacerations	unknown
USA	South Carolina	Isle of Palms, Charleston County	May	2013	unknown	M	32	Unprovoked	Limbs bitten	unknown
BAHAMAS	Abaco Islands	Scotland Cay	May	2013	16h05	M	40	Unprovoked	Limbs bitten	6' shark
MEXICO	Quintana Roo	unknown	Apr	2013	11h00	F	unknown	Unprovoked	Limbs bitten	unknown
USA	Hawaii	White Plains Beach, Oahu	Apr	2013	14h10	M	18	Unprovoked	Limbs bitten	Tiger shark, 8' to 10' 
BAHAMAS	Exuma Islands	Compass Cay	Apr	2013	16h45	M	64	Unprovoked	Limbs bitten	Nurse shark
BAHAMAS	Abaco Islands	Grand Cay	Apr	2013	11h15	M	50	Unprovoked	Limbs bitten	unknown
BRAZIL	Pernambuco	Boa Viagem Beach, Recife	Apr	2013	13h20	F	18	Unprovoked	Lethal	unknown
USA	Alabama	Gulf Shores, Baldwin County	Apr	2013	14h30	F	50	Unprovoked	Lacerations	unknown
USA	Florida	Butler Beach, St Augustine,       St. Johns County	Apr	2013	unknown	M	teen	Unprovoked	Minor injury	unknown
REUNION	Saint-Paul	Le cimetière marin	Apr	2013	14h15	F	15	Unprovoked	Lethal	unknown
DIEGO GARCIA	unknown	unknown	Apr	2013	unknown	M	33	Unprovoked	Lethal	unknown
USA	North Carolina	Holden Beach. Brunswick County	Apr	2013	15h20	F	63	Unprovoked	Limbs bitten	unknown
AUSTRALIA	Victoria	Flinders, Mornington Penisula	Mar	2013	unknown	M	29	Unprovoked	Minor injury	unknown
TAIWAN	Taitung 	unknown	Mar	2013	unknown	M	unknown	Unprovoked	Limbs bitten	unknown
USA	California	Pacific State , San Mateo County	Mar	2013	15h30	M	unknown	Unprovoked	Minor injury	White shark
USA	Florida	Jacksonville, Duval County	Mar	2013	unknown	M	unknown	Unprovoked	Lacerations	Possibly a Bull shark, 3'
USA	South Carolina	Kiawah Island, Charleston County	Mar	2013	12h45	M	14	Unprovoked	Limbs bitten	4' to 5' shark
USA	Hawaii	Kona Coast State Park	Mar	2013	12h50	M	28	Unprovoked	Limbs bitten	Tiger shark, 14'
USA	Texas	Surfside Beach, Brazoria County	Mar	2013	14h45	M	15	Unprovoked	Limbs bitten	unknown
SOUTH AFRICA	Eastern Cape Province	Queensberry Bay	Feb	2013	Morning	M	unknown	Unprovoked	Lacerations	unknown
USA	Florida	Atlantic Beach, Duval County	Feb	2013	unknown	F	unknown	Unprovoked	Lacerations	unknown
USA	South Carolina	Myrtle Beach, Horry County	Feb	2013	Afternoon	F	10	Unprovoked	Puncture wounds	4' to 5' shark
USA	Florida	Off Snipe Point, Florida Keys, Monroe County	Feb	2013	unknown	M	58	Provoked	Limbs bitten	Lemon shark, 4'
AUSTRALIA	New South Wales	Target Beach	Feb	2013	16h00	M	unknown	Unprovoked	Minor injury	6' shark
USA	Hawaii	Halewia, Oahu	Feb	2013	unknown	M	32	Unprovoked	Lacerations	Galapagos shark
USA	Florida	Ormond Beach, Volusia County	Jan	2013	Afternoon	M	11	Unprovoked	Limbs bitten	unknown
BRAZIL	Pernambuco	Coral Cove Beach	Jan	2013	unknown	M	41	Unprovoked	Lethal	unknown
PALESTINIAN TERRITORIES	unknown	Gaza	Jan	2013	Evening	M	30	Provoked	No details	unknown
ECUADOR	Santa Cruz Island	Playa Brava, Turtle Bay	Jan	2013	12h00	M	29	Unprovoked	Minor injury	Galapagos shark
REUNION	Saint-Gilles	Brisant Beach	Dec	2013	08h20	M	36	Unprovoked	Lethal	Bull shark
USA	Florida	Melbourne Beach, Brevard County	Dec	2013	11h15	M	16	Unprovoked	Lacerations	a small shark
AUSTRALIA	New South Wales	Emerald Beach	Dec	2013	unknown	M	unknown	Provoked	Limbs bitten	Wobbegong, 2m
MEXICO	Quintana Roo	Seagull Beach, Cancun	Dec	2013	13h40	F	34	Unprovoked	Minor injury	Tiger shark
AUSTRALIA	New South Wales	Crowdy Head	Dec	2013	14h00	M	51	Unprovoked	Lacerations	Grey nurse shark, 3m
USA	Florida	Near Boynton Beach, Palm Beach County	Dec	2013	10h30	M	9	Unprovoked	Lacerations	3' shark
SOUTH AFRICA	Western Cape Province	False Bay	Dec	2013	unknown	M	unknown	Unprovoked	Minor injury	Blue shark
USA	Florida	New Smyrna Beach, Volusia County	Dec	2013	13h30	M	21	Unprovoked	Lacerations	Bull shark
GUAM	unknown	unknown	Nov	2013	unknown	M	40	Unprovoked	Lethal	unknown
FRENCH POLYNESIA	Tuamotus	North Pass, Fakarava	Nov	2013	12h00	M	53	Unprovoked	Puncture wounds	Possibly a blacktip reef shark
USA	Florida	Jensen Beach, Martin County 	Nov	2013	unknown	M	50	Unprovoked	Lacerations	unknown
USA	Hawaii	Ka’anapali Shores	Nov	2013	08h30	M	58	Unprovoked	Limbs bitten	4' shark
SEYCHELLES	unknown	Ile Platte	Oct	2013	unknown	M	34	Unprovoked	Lacerations	unknown
BELIZE	unknown	unknown	Oct	2013	unknown	F	unknown	Unprovoked	Minor injury	Nurse shark
BAHAMAS	Eleuthera	Savannah Sound	Oct	2013	unknown	M	50	Unprovoked	Limbs bitten	unknown
SOUTH AFRICA	Western Cape Province	De Mond	Oct	2013	09h00	M	30	Provoked	Lacerations	Raggedtooth shark, 1.5 m
