,Country,Year,Hemisphere,Season,Date,Case Number,Fatal (Yes/No),pdf,href formula
1843,AUSTRALIA,2000,Southern Hemisphere,Summer,09-Mar-00,2000.03.09,N,2000.03.09-Oar.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.03.09-Oar.pdf
1844,NEW ZEALAND,2000,Southern Hemisphere,Summer,Reported      03-Mar-2000,2000.03.03.R,,2000.03.03.R-Stringer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.03.03.R-Stringer.pdf
1845,AUSTRALIA,2000,Southern Hemisphere,Summer,02-Mar-00,2000.03.02,N,2000.03.02-Dasey.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.03.02-Dasey.pdf
1846,USA,2000,Northern Hemisphere,Winter,Mar-00,2000.03.00,N,2000.03.00.a-Bickel.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.03.00.a-Bickel.pdf
1847,USA,2000,Northern Hemisphere,Winter,21-Feb-00,2000.02.21,N,2000.02.21-male-Riviera Beach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.02.21-male-Riviera Beach.pdf
1848,SOUTH AFRICA,2000,Southern Hemisphere,Summer,19-Feb-00,2000.02.19,N,2000.02.19-Weich.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.02.19-Weich.pdf
1849,ENGLAND,2000,Northern Hemisphere,Winter,14-Feb-00,2000.02.14,N,2000.02.14-Smith.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.02.14-Smith.pdf
1850,NEW ZEALAND,2000,Southern Hemisphere,Summer,03-Feb-00,2000.02.03,N,2000.02.03-Petas.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.02.03-Petas.pdf
1851,AUSTRALIA,2000,Southern Hemisphere,Summer,01-Feb-00,2000.02.01,N,2000.02.01-Hayes.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.02.01-Hayes.pdf
1852,REUNION,2000,Southern Hemisphere,Summer,Reported 28-Jan-2000,2000.01.28.R,Y,2000.01.28.R-Reunion.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.01.28.R-Reunion.pdf
1853,THAILAND,2000,Northern Hemisphere,Winter,05-Jan-00,2000.01.05,Y,2000.01.05-Kahl.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.01.05-Kahl.pdf
1854,USA,2000,Northern Hemisphere,2000,2000,2000.00.00,N,2000.00.00-BocaGrandeBoat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/2000.00.00-BocaGrandeBoat.pdf
1855,NEW ZEALAND,1999,Southern Hemisphere,Spring,31-Dec-99,1999.12.31.c,N,1999.12.31.c-Wildl.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.12.31.c-Wildl.pdf
1856,NEW ZEALAND,1999,Southern Hemisphere,Spring,31-Dec-99,1999.12.31.b,N,1999.12.31.b-McDowell.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.12.31.b-McDowell.pdf
1857,NEW ZEALAND,1999,Southern Hemisphere,Spring,31-Dec-99,1999.12.31.a,N,1999.12.31.a-Hayward.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.12.31.a-Hayward.pdf
1858,BRAZIL,1999,Southern Hemisphere,Spring,26-Dec-99,1999.12.26,N,1999.12.26-Cicero.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.12.26-Cicero.pdf
1859,USA,1999,Northern Hemisphere,Fall,14-Dec-99,1999.12.14,Y,1999.12.14-Hong.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.12.14-Hong.pdf
1860,BRAZIL,1999,Southern Hemisphere,Spring,06-Dec-99,1999.12.06,N,1999.12.06-Brazilian-diver.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.12.06-Brazilian-diver.pdf
1861,USA,1999,Northern Hemisphere,Fall,02-Dec-99,1999.12.02,N,1999.12.02-BoyntonBeach-surfer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.12.02-BoyntonBeach-surfer.pdf
1862,USA,1999,Northern Hemisphere,Fall,30-Nov-99,1999.11.30,N,1999.11.30-Wyche.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.11.30-Wyche.pdf
1863,USA,1999,Northern Hemisphere,Fall,23-Nov-99,1999.11.23,N,1999.11.23-Boyette.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.11.23-Boyette.pdf
1864,USA,1999,Northern Hemisphere,Fall,15-Nov-99,1999.11.15,N,1999.11.15-JackWolf_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.11.15-JackWolf_Collier.pdf
1865,SOUTH AFRICA,1999,Southern Hemisphere,Spring,13-Nov-99,1999.11.13,N,1999.11.13-Grenfell.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.11.13-Grenfell.pdf
1866,BRAZIL,1999,Southern Hemisphere,Spring,06-Nov-99,1999.11.06,N,1999.11.06-Brazilian-diver.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.11.06-Brazilian-diver.pdf
1867,MARSHALL ISLANDS,1999,Northern Hemisphere,Fall,Nov-99,1999.11.00.b,N,1999.11.00.b-Bayo.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.11.00.b-Bayo.pdf
1868,MARSHALL ISLANDS,1999,Northern Hemisphere,Fall,Nov-99,1999.11.00.a,N,1999.11.00.a-Morson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.11.00.a-Morson.pdf
1869,USA,1999,Northern Hemisphere,Fall,30-Oct-99,1999.10.30.b,N,1999.10.30.b-Dolsky.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.10.30.b-Dolsky.pdf
1870,USA,1999,Northern Hemisphere,Fall,30-Oct-99,1999.10.30.a,N,1999.10.30.a-TroyJesse.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.10.30.a-TroyJesse.pdf
1871,USA,1999,Northern Hemisphere,Fall,20-Oct-99,1999.10.20,N,1999.10.20-Hunt.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.10.20-Hunt.pdf
1872,USA,1999,Northern Hemisphere,Fall,01-Oct-99,1999.10.01,N,1999.10.01-Spencer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.10.01-Spencer.pdf
1873,USA,1999,Northern Hemisphere,Summer,29-Sep-99,1999.09.29,N,1999.09.29-Borges.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.09.29-Borges.pdf
1874,ITALY,1999,Northern Hemisphere,Summer,24-Sep-99,1999.09.24,N,1999.09.24-boat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.09.24-boat.pdf
1875,USA,1999,Northern Hemisphere,Summer,Reported 16-Sep-1999,1999.09.16,N,1999.09.16-Ferguson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.09.16-Ferguson.pdf
1876,USA,1999,Northern Hemisphere,Summer,10-Sep-99,1999.09.10,N,1999.09.10-Warnock.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.09.10-Warnock.pdf
1877,USA,1999,Northern Hemisphere,Summer,05-Sep-99,1999.09.05,N,1999.09.05-Sprague.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.09.05-Sprague.pdf
1878,USA,1999,Northern Hemisphere,Summer,04-Sep-99,1999.09.04.b,N,1999.09.04.b-Patterson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.09.04.b-Patterson.pdf
1879,USA,1999,Northern Hemisphere,Summer,04-Sep-99,1999.09.04.a,N,1999.09.04.a-Crabtree.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.09.04.a-Crabtree.pdf
1880,USA,1999,Northern Hemisphere,Summer,26-Aug-99,1999.08.26,N,1999.08.26-Ayers.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.08.26-Ayers.pdf
1881,USA,1999,Northern Hemisphere,Summer,24-Aug-99,1999.08.24,N,1999.08.24-FortFisher.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.08.24-FortFisher.pdf
1882,MARSHALL ISLANDS,1999,Northern Hemisphere,Summer,23-Aug-99,1999.08.23,N,1999.08.23-Joel.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.08.23-Joel.pdf
1883,USA,1999,Northern Hemisphere,Summer,21-Aug-99,1999.08.21,N,1999.08.21-GC.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.08.21-GC.pdf
1884,USA,1999,Northern Hemisphere,Summer,16-Aug-99,1999.08.16,N,1999.08.16-Handley.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.08.16-Handley.pdf
1885,USA,1999,Northern Hemisphere,Summer,05-Aug-99,1999.08.05.a,N,1999.08.05-Adkins.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.08.05-Adkins.pdf
1886,BAHAMAS,1999,Northern Hemisphere,Summer,05-Aug-99,1999.08.05,N,1999.08.05-KevinKing.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.08.05-KevinKing.pdf
1887,SOUTH AFRICA,1999,Southern Hemisphere,Winter,29-Jul-99,1999.07.29,N,1999.07.29-Capri.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.07.29-Capri.pdf
1888,USA,1999,Northern Hemisphere,Summer,26-Jul-99,1999.07.26,N,1999.07.26-Knowles.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.07.26-Knowles.pdf
1889,USA,1999,Northern Hemisphere,Summer,21-Jul-99,1999.07.21,N,1999.07.21-Yamaguchi.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.07.21-Yamaguchi.pdf
1890,SOUTH AFRICA,1999,Southern Hemisphere,Winter,15-Jul-99,1999.07.15,Y,1999.07.15-Pretorius.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.07.15-Pretorius.pdf
1891,USA,1999,Northern Hemisphere,Summer,06-Jul-99,1999.07.06,N,1999.07.06-NV-Morsy.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.07.06-NV-Morsy.pdf
1892,USA,1999,Northern Hemisphere,Summer,04-Jul-99,1999.07.04,N,1999.07.04-LisaAlexander.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.07.04-LisaAlexander.pdf
1893,SOUTH AFRICA,1999,Southern Hemisphere,Winter,03-Jul-99,1999.07.03,N,1999.07.03-Grey.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.07.03-Grey.pdf
1894,USA,1999,Northern Hemisphere,Spring,19-Jun-99,1999.06.19,N,1999.06.19-Bass.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.06.19-Bass.pdf
1895,USA,1999,Northern Hemisphere,Spring,17-Jun-99,1999.06.17,N,1999.06.17-Bryant.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.06.17-Bryant.pdf
1896,USA,1999,Northern Hemisphere,Spring,12-Jun-99,1999.06.12,N,1999.06.12-AtlanticBeach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.06.12-AtlanticBeach.pdf
1897,USA,1999,Northern Hemisphere,Spring,09-Jun-99,1999.06.09,N,1999.06.09-Wellborn.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.06.09-Wellborn.pdf
1898,AUSTRALIA,1999,Southern Hemisphere,Fall,29-May-99,1999.05.29,Y,1999.05.29-Donoghue.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.05.29-Donoghue.pdf
1899,BRAZIL,1999,Southern Hemisphere,Fall,01-May-99,1999.05.01,N,1999.05.01-Pires.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.05.01-Pires.pdf
1900,MAURITIUS,1999,Southern Hemisphere,Fall,22-Apr-99,1999.04.22,N,1999.04.22-Lanner.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.04.22-Lanner.pdf
1901,REUNION,1999,Southern Hemisphere,Fall,11-Apr-99,1999.04.11,Y,1999.04.11-Oudin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.04.11-Oudin.pdf
1902,USA,1999,Northern Hemisphere,Spring,01-Apr-99,1999.04.01,N,1999.04.01-HobeSoundSurfer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.04.01-HobeSoundSurfer.pdf
1903,NEW ZEALAND,1999,Southern Hemisphere,Summer,Reported 18-Mar-1999 ,1999.03.18.R,N,1999.03.18.R-ZaneSmith-X.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.03.18.R-ZaneSmith-X.pdf
1904,BRAZIL,1999,Southern Hemisphere,Summer,18-Mar-99,1999.03.18.b,N,1999.03.18.b-Cartamil.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.03.18.b-Cartamil.pdf
1905,USA,1999,Northern Hemisphere,Winter,18-Mar-99,1999.03.18.a,Y,1999.03.18.a-Davoodabai.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.03.18.a-Davoodabai.pdf
1906,NEW CALEDONIA,1999,Southern Hemisphere,Summer,14-Mar-99,1999.03.14.b,N,1999.03.14.b-Wouanena.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.03.14.b-Wouanena.pdf
1907,NEW ZEALAND,1999,Southern Hemisphere,Summer,14-Mar-99,1999.03.14.a,N,1999.03.14.a-Spain.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.03.14.a-Spain.pdf
1908,USA,1999,Northern Hemisphere,Winter,08-Mar-99,1999.03.08,N,1999.03.08-NV-Allen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.03.08-NV-Allen.pdf
1909,USA,1999,Northern Hemisphere,Winter,05-Mar-99,1999.03.05,N,1999.03.05-Knutson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.03.05-Knutson.pdf
1910,USA,1999,Northern Hemisphere,Winter,26-Feb-99,1999.02.26.R,N,1999.02.26.R-BirdDog.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.02.26.R-BirdDog.pdf
1911,AUSTRALIA,1999,Southern Hemisphere,Summer,23-Feb-99,1999.02.23,N,1999.02.23-ScottsHead.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.02.23-ScottsHead.pdf
1912,USA,1999,Northern Hemisphere,Winter,03-Feb-99,1999.02.03,N,1999.02.03-KennyBurns.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.02.03-KennyBurns.pdf
1913,MAURITIUS,1999,Southern Hemisphere,Summer,29-Jan-99,1999.01.29,N,1999.01.29-Mauritius.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.01.29-Mauritius.pdf
1914,SOUTH AFRICA,1999,Southern Hemisphere,Summer, 13-Jan-1999,1999.01.13,N,1999.01.13-Ridge.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.01.13-Ridge.pdf
1915,NEW ZEALAND,1999,Southern Hemisphere,Summer,01-Jan-99,1999.01.07,N,1999.01.07-NZ-inflatable.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.01.07-NZ-inflatable.pdf
1916,AUSTRALIA,1999,Southern Hemisphere,Summer,Reported 03-Jan-1999,1999.01.03.R,N,1999.01.03.R-Turcotte.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.01.03.R-Turcotte.pdf
1917,REUNION,1999,Southern Hemisphere,Summer,03-Jan-99,1999.01.03,Y,1999.01.03-ReunionIsland.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.01.03-ReunionIsland.pdf
1918,SOUTH AFRICA,1999,Southern Hemisphere,1999,1999,1999.00.00.b,N,1999.00.00.b-Lootz.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.00.00.b-Lootz.pdf
1919,USA,1999,Northern Hemisphere,1999,1999,1999.00.00.a,N,1999.00.00.a-NV-SandridgeBeach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1999.00.00.a-NV-SandridgeBeach.pdf
1920,USA,1998,Northern Hemisphere,Fall,24-Dec-98,1998.12.24,N,1998.12.24-AndyThompson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.12.24-AndyThompson.pdf
1921,AUSTRALIA,1998,Southern Hemisphere,Spring,22-Dec-98,1998.12.22,N,1998.12.22-O'Leary.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.12.22-O'Leary.pdf
1922,SOUTH AFRICA,1998,Southern Hemisphere,Spring,Reported 20-Dec-1998,1998.12.20.R,N,1998.12.20.R-Harrison.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.12.20.R-Harrison.pdf
1923,SOUTH AFRICA,1998,Southern Hemisphere,Spring,18-Dec-98,1998.12.18,N,1998.12.18-vanderMerwe.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.12.18-vanderMerwe.pdf
1924,AUSTRALIA,1998,Southern Hemisphere,Spring,15-Dec-98,1998.12.15,N,1998.12.15-female surfer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.12.15-female surfer.pdf
1925,USA,1998,Northern Hemisphere,Fall,21-Nov-98,1998.11.21,Y,1998.11.21-Tellasmon.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.11.21-Tellasmon.pdf
1926,USA,1998,Northern Hemisphere,Fall,14-Nov-98,1998.11.14,N,1998.11.14-LarryFoor.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.11.14-LarryFoor.pdf
1927,USA,1998,Northern Hemisphere,Fall,11-Nov-98,1998.11.11,N,1998.11.11-NV-IndianRiverCounty.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.11.11-NV-IndianRiverCounty.pdf
1928,USA,1998,Northern Hemisphere,Fall,05-Nov-98,1998.11.05,N,1998.11.05-Inskeep_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.11.05-Inskeep_Collier.pdf
1929,JAPAN,1998,Northern Hemisphere,Fall,02-Nov-98,1998.11.02.b,N,1998.11.02.b-Kodama.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.11.02.b-Kodama.pdf
1930,BRAZIL,1998,Southern Hemisphere,Spring,02-Nov-98,1998.11.02.a,Y,1998.11.02.a-deFrietas.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.11.02.a-deFrietas.pdf
1931,USA,1998,Northern Hemisphere,Fall,24-Oct-98,1998.10.24,N,1998.10.24-Stephens.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.10.24-Stephens.pdf
1932,SOUTH AFRICA,1998,Southern Hemisphere,Spring,18-Oct-98,1998.10.18,N,1998.10.18-Victor.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.10.18-Victor.pdf
1933,USA,1998,Northern Hemisphere,Fall,10-Oct-98,1998.10.10,N,1998.10.10-Ruszkowski.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.10.10-Ruszkowski.pdf
1934,BRAZIL,1998,Southern Hemisphere,Spring,04-Oct-98,1998.10.04,N,1998.10.04-JulioCesarDeBarrosCorreia.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.10.04-JulioCesarDeBarrosCorreia.pdf
1935,REUNION,1998,Southern Hemisphere,Spring,01-Oct-98,1998.10.01.b,N,1998.10.01.b-Reunion.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.10.01.b-Reunion.pdf
1936,USA,1998,Northern Hemisphere,Fall,01-Oct-98,1998.10.01.a,N,1998.10.01.a-Duncan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.10.01.a-Duncan.pdf
1937,USA,1998,Northern Hemisphere,Summer,27-Sep-98,1998.09.27,N,1998.09.27-KaiHaire.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.09.27-KaiHaire.pdf
1938,USA,1998,Northern Hemisphere,Summer,22-Sep-98,1998.09.22,N,1998.09.22-Blackstock.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.09.22-Blackstock.pdf
1939,SOUTH AFRICA,1998,Southern Hemisphere,Winter,Reported 16-Sep-1998,1998.09.16.R,N,1998.09.16.R-Rielly.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.09.16.R-Rielly.pdf
1940,USA,1998,Northern Hemisphere,Summer,14-Sep-98,1998.09.14,N,1998.09.14-DannyHoopes.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.09.14-DannyHoopes.pdf
1941,SENEGAL,1998,Northern Hemisphere,Summer,Sep-98,1998.09.00,N,1998.09.00-Senegal.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.09.00-Senegal.pdf
1942,USA,1998,Northern Hemisphere,Summer,30-Aug-98,1998.08.30,N,1998.08.30-Howington.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.08.30-Howington.pdf
1943,ITALY,1998,Northern Hemisphere,Summer,27-Aug-98,1998.08.27,N,1998.08.27-Catalani.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.08.27-Catalani.pdf
1944,USA,1998,Northern Hemisphere,Summer,26-Aug-98,1998.08.26,N,1998.08.26-Kathrein_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.08.26-Kathrein_Collier.pdf
1945,USA,1998,Northern Hemisphere,Summer,Reported      23-Aug-1998,1998.08.23.R,N,1998.08.23.R-VirginiaBeach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.08.23.R-VirginiaBeach.pdf
1946,BAHAMAS,1998,Northern Hemisphere,Summer,15-Aug-98,1998.08.15,N,1998.08.15-Paffrath.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.08.15-Paffrath.pdf
1947,USA,1998,Northern Hemisphere,Summer,13-Aug-98,1998.08.13,N,1998.08.13-Parcus.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.08.13-Parcus.pdf
1948,SOUTH AFRICA,1998,Southern Hemisphere,Winter,12-Aug-98,1998.08.12,N,1998.08.12-Goosen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.08.12-Goosen.pdf
1949,SOUTH AFRICA,1998,Southern Hemisphere,Winter,01-Aug-98,1998.08.01.b,N,1998.08.01.b-RossTaylor.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.08.01.b-RossTaylor.pdf
1950,SOUTH AFRICA,1998,Southern Hemisphere,Winter,01-Aug-98,1998.08.01.a,N,1998.08.01.a-Lombard.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.08.01.a-Lombard.pdf
1951,BRAZIL,1998,Southern Hemisphere,Winter,26-Jul-98,1998.07.26,N,1998.07.26-Menezes.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.07.26-Menezes.pdf
1952,USA,1998,Northern Hemisphere,Summer,25-Jul-98,1998.07.25,N,1998.07.25-Rinto.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.07.25-Rinto.pdf
1953,SOUTH AFRICA,1998,Southern Hemisphere,Winter,06-Jul-98,1998.07.06.b,N,1998.07.06.b-ClarkThomas.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.07.06.b-ClarkThomas.pdf
1954,SOUTH AFRICA,1998,Southern Hemisphere,Winter,11-Jul-98,1998.07.11,N,1998.07.11-DarrenJames.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.07.11-DarrenJames.pdf
1955,SOUTH AFRICA,1998,Southern Hemisphere,Winter,06-Jul-98,1998.07.06.a,N,1998.07.06.a-MarkThomas.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.07.06.a-MarkThomas.pdf
1956,AUSTRALIA,1998,Southern Hemisphere,Fall,28-Jun-98,1998.06.28.a,Y,1998.06.28-Chesser.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.06.28-Chesser.pdf
1957,SOUTH AFRICA,1998,Southern Hemisphere,Fall,22-Jun-98,1998.06.22,Y,1998.06.22-deVos.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.06.22-deVos.pdf
1958,USA,1998,Northern Hemisphere,Spring,08-Jun-98,1998.06.08,N,1998.06.08-Catarra.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.06.08-Catarra.pdf
1959,SOUTH AFRICA,1998,Southern Hemisphere,Fall,05-Jun-98,1998.06.05,N,1998.06.05-Bravier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.06.05-Bravier.pdf
1960,SOUTH AFRICA,1998,Southern Hemisphere,Fall,30-May-98,1998.05.30,N,1998.05.30-Harrington.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.05.30-Harrington.pdf
1961,SOUTH AFRICA,1998,Southern Hemisphere,Fall,29-May-98,1998.05.29.b,N,1998.05.29.b-Jucker.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.05.29.b-Jucker.pdf
1962,SOUTH AFRICA,1998,Southern Hemisphere,Fall,29-May-98,1998.05.29.a,N,1998.05.29.a-Opperman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.05.29.a-Opperman.pdf
1963,USA,1998,Northern Hemisphere,Spring,25-May-98,1998.05.25,N,1998.05.25-Mounteer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.05.25-Mounteer.pdf
1964,USA,1998,Northern Hemisphere,Spring,16-May-98,1998.05.16.c,N,1998.05.16.c-Dickinson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.05.16.c-Dickinson.pdf
1965,USA,1998,Northern Hemisphere,Spring,16-May-98,1998.05.16.b,N,1998.05.16.b-Moore.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.05.16.b-Moore.pdf
1966,SOUTH AFRICA,1998,Southern Hemisphere,Fall,16-May-98,1998.05.16.a,N,1998.05.16.a-Stephenson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.05.16.a-Stephenson.pdf
1967,MOZAMBIQUE,1998,Northern Hemisphere,Spring,26-Apr-98,1998.04.26,Y,1998.04.26-VonMollendorf.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.04.26-VonMollendorf.pdf
1968,USA,1998,Northern Hemisphere,Spring,21-Apr-98,1998.04.21,N,1998.04.21-Forse_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.04.21-Forse_Collier.pdf
1969,USA,1998,Northern Hemisphere,Spring,17-Apr-98,1998.04.17,N,1998.04.17-Morrison.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.04.17-Morrison.pdf
1970,BRAZIL,1998,Southern Hemisphere,Fall,01-Apr-98,1998.04.01,Y,1998.04.01-BoaViagem.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.04.01-BoaViagem.pdf
1971,NEW CALEDONIA,1998,Southern Hemisphere,Fall,Apr-98,1998.04.00,N,1998.04.00-NewCaledonia-Fisherman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.04.00-NewCaledonia-Fisherman.pdf
1972,USA,1998,Northern Hemisphere,Winter,31-Mar-98,1998.03.31,N,1998.03.31-JensenBeach.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1998.03.31-JensenBeach.pdf
