case_number,date,year,country,sex,age,fatal,provoked,season
1999.03.08,08-Mar-99,1999,USA,M,18.0,0,0,Winter
1999.03.05,05-Mar-99,1999,USA,F,29.0,0,0,Winter
1999.02.26.R,26-Feb-99,1999,USA,,,0,,Winter
1999.02.23,23-Feb-99,1999,AUSTRALIA,M,35.0,0,0,Winter
1999.02.03,03-Feb-99,1999,USA,M,25.0,0,0,Winter
1999.01.29,29-Jan-99,1999,MAURITIUS,M,47.0,0,0,Winter
1999.01.13, 13-Jan-1999,1999,SOUTH AFRICA,M,,0,0,Winter
1999.01.07,01-Jan-99,1999,NEW ZEALAND,,,0,,Winter
1999.01.03.R,Reported 03-Jan-1999,1999,AUSTRALIA,F,37.0,0,,Winter
1999.01.03,03-Jan-99,1999,REUNION,,,1,0,Winter
1999.00.00.b,1999,1999,SOUTH AFRICA,M,30.0,0,0,
1999.00.00.a,1999,1999,USA,M,,0,,
1998.12.24,24-Dec-98,1998,USA,M,19.0,0,1,Autnum
1998.12.22,22-Dec-98,1998,AUSTRALIA,F,21.0,0,0,Autnum
1998.12.20.R,Reported 20-Dec-1998,1998,SOUTH AFRICA,M,18.0,0,0,Autnum
1998.12.18,18-Dec-98,1998,SOUTH AFRICA,M,14.0,0,0,Autnum
1998.12.15,15-Dec-98,1998,AUSTRALIA,F,21.0,0,0,Autnum
1998.11.21,21-Nov-98,1998,USA,M,9.0,1,0,Autnum
1998.11.14,14-Nov-98,1998,USA,M,14.0,0,0,Autnum
1998.11.11,11-Nov-98,1998,USA,M,13.0,0,0,Autnum
1998.11.05,05-Nov-98,1998,USA,M,32.0,0,0,Autnum
1998.11.02.b,02-Nov-98,1998,JAPAN,M,52.0,0,1,Autnum
1998.11.02.a,02-Nov-98,1998,BRAZIL,M,22.0,1,0,Autnum
1998.10.24,24-Oct-98,1998,USA,F,17.0,0,0,Autnum
1998.10.18,18-Oct-98,1998,SOUTH AFRICA,M,30.0,0,0,Autnum
1998.10.10,10-Oct-98,1998,USA,M,,0,0,Autnum
1998.10.04,04-Oct-98,1998,BRAZIL,M,17.0,0,0,Autnum
1998.10.01.b,01-Oct-98,1998,REUNION,,,0,0,Autnum
1998.10.01.a,01-Oct-98,1998,USA,M,28.0,0,0,Autnum
1998.09.27,27-Sep-98,1998,USA,M,6.0,0,0,Summer
1998.09.22,22-Sep-98,1998,USA,M,18.0,0,0,Summer
1998.09.16.R,Reported 16-Sep-1998,1998,SOUTH AFRICA,M,,0,0,Summer
1998.09.14,14-Sep-98,1998,USA,M,28.0,0,0,Summer
1998.09.00,Sep-98,1998,SENEGAL,M,25.0,0,1,Summer
1998.08.30,30-Aug-98,1998,USA,M,26.0,0,0,Summer
1998.08.27,27-Aug-98,1998,ITALY,,,0,,Summer
1998.08.26,26-Aug-98,1998,USA,M,16.0,0,0,Summer
1998.08.23.R,Reported      23-Aug-1998,1998,USA,M,,0,0,Summer
1998.08.15,15-Aug-98,1998,BAHAMAS,M,28.0,0,0,Summer
1998.08.13,13-Aug-98,1998,USA,M,11.0,0,0,Summer
1998.08.12,12-Aug-98,1998,SOUTH AFRICA,M,,0,1,Summer
1998.08.01.b,01-Aug-98,1998,SOUTH AFRICA,M,19.0,0,0,Summer
1998.08.01.a,01-Aug-98,1998,SOUTH AFRICA,M,24.0,0,0,Summer
1998.07.26,26-Jul-98,1998,BRAZIL,M,,0,0,Summer
1998.07.25,25-Jul-98,1998,USA,M,13.0,0,0,Summer
1998.07.06.b,06-Jul-98,1998,SOUTH AFRICA,M,47.0,0,0,Summer
1998.07.11,11-Jul-98,1998,SOUTH AFRICA,M,16.0,0,0,Summer
1998.07.06.a,06-Jul-98,1998,SOUTH AFRICA,M,10.0,0,0,Summer
1998.06.28.a,28-Jun-98,1998,AUSTRALIA,M,26.0,1,0,Spring
1998.06.22,22-Jun-98,1998,SOUTH AFRICA,M,20.0,1,0,Spring
1998.06.08,08-Jun-98,1998,USA,M,18.0,0,0,Spring
1998.06.05,05-Jun-98,1998,SOUTH AFRICA,M,,0,0,Spring
1998.05.30,30-May-98,1998,SOUTH AFRICA,M,17.0,0,0,Spring
1998.05.29.b,29-May-98,1998,SOUTH AFRICA,M,15.0,0,0,Spring
1998.05.29.a,29-May-98,1998,SOUTH AFRICA,M,16.0,0,0,Spring
1998.05.25,25-May-98,1998,USA,M,40.0,0,0,Spring
1998.05.16.c,16-May-98,1998,USA,F,14.0,0,0,Spring
1998.05.16.b,16-May-98,1998,USA,M,24.0,0,0,Spring
1998.05.16.a,16-May-98,1998,SOUTH AFRICA,M,22.0,0,0,Spring
1998.04.26,26-Apr-98,1998,MOZAMBIQUE,F,35.0,1,0,Spring
1998.04.21,21-Apr-98,1998,USA,M,50.0,0,0,Spring
1998.04.17,17-Apr-98,1998,USA,M,16.0,0,1,Spring
1998.04.01,01-Apr-98,1998,BRAZIL,M,,1,0,Spring
1998.04.00,Apr-98,1998,NEW CALEDONIA,,,0,0,Spring
1998.03.31,31-Mar-98,1998,USA,M,40.0,0,0,Winter
1998.03.15,15-Mar-98,1998,SOUTH AFRICA,M,33.0,0,0,Winter
1998.03.08.a,08-Mar-98,1998,USA,M,32.0,0,0,Winter
1998.02.23,23-Feb-98,1998,USA,M,,0,0,Winter
1998.01.28.R ,Reported 28-Jan-1998,1998,AUSTRALIA,M,31.0,1,,Winter
1998.01.28.a,Jan-98,1998,NEW CALEDONIA,M,,0,0,Winter
1998.01.25.b,25-Jan-98,1998,REUNION,M,,1,0,Winter
1998.01.25.a,25-Jan-98,1998,SOUTH AFRICA,M,21.0,0,0,Winter
1998.01.17,17-Jan-98,1998,AUSTRALIA,M,,0,0,Winter
1998.01.14,14-Jan-98,1998,MOZAMBIQUE,M,23.0,0,0,Winter
1998.00.00.c,1998,1998,SOUTH AFRICA,M,28.0,1,0,
1998.00.00.b,1998,1998,REUNION,,,1,0,
1998.00.00.a,1998,1998,USA,M,,0,0,
1997.12.28.b,28-Dec-97,1997,SOUTH AFRICA,M,39.0,1,0,Autnum
1997.12.28.a,28-Dec-97,1997,SOUTH AFRICA,M,,0,0,Autnum
1997.12.25.b,25-Dec-97,1997,USA,F,29.0,0,,Autnum
1997.12.25.a,25-Dec-97,1997,USA,M,8.0,0,0,Autnum
1997.11.09,09-Nov-97,1997,AUSTRALIA,M,42.0,0,0,Autnum
1997.11.05.R,Reported 05-Nov-1997,1997,USA,M,32.0,0,0,Autnum
1997.11.05, 05-Nov-1997,1997,AUSTRALIA,M,21.0,1,,Autnum
1997.10.28.b,28-Oct-97,1997,AUSTRALIA,M,51.0,0,0,Autnum
1997.10.28.a,28-Oct-97,1997,USA,M,19.0,0,0,Autnum
1997.10.24,24-Oct-97,1997,USA,M,23.0,0,0,Autnum
1997.10.21,21-Oct-97,1997,USA,M,12.0,0,0,Autnum
1997.10.11.R,Reported 11-Oct-1997,1997,SOUTH AFRICA,,,0,,Autnum
1997.10.04,04-Oct-97,1997,USA,F,14.0,0,0,Autnum
1997.09.16,16-Sep-97,1997,BRAZIL,M,20.0,1,0,Summer
1997.09.09,09-Sep-97,1997,USA,M,12.0,0,0,Summer
1997.09.08,08-Sep-97,1997,USA,,17.0,0,0,Summer
1997.09.06,06-Sep-97,1997,USA,M,20.0,0,0,Summer
1997.08.30,30-Aug-97,1997,USA,M,18.0,0,0,Summer
1997.08.27,27-Aug-97,1997,USA,M,22.0,0,0,Summer
1997.08.24,24-Aug-97,1997,USA,M,29.0,0,0,Summer
1997.08.14.b,14-Aug-97,1997,MEXICO,M,28.0,1,,Summer
1997.08.14.a,14-Aug-97,1997,MEXICO,M,33.0,1,0,Summer
1997.08.11.c,11-Aug-97,1997,USA,F,12.0,0,0,Summer
1997.08.11.b,11-Aug-97,1997,EGYPT,M,17.0,0,0,Summer
1997.08.11.a,11-Aug-97,1997,EGYPT,M,16.0,1,0,Summer
1997.08.10,10-Aug-97,1997,USA,M,17.0,0,0,Summer
1997.08.09,09-Aug-97,1997,USA,M,,0,0,Summer
1997.08.05,05-Aug-97,1997,USA,F,10.0,0,0,Summer
1997.08.04,04-Aug-97,1997,USA,M,,0,0,Summer
1997.08.02.b,02-Aug-97,1997,USA,M,17.0,0,0,Summer
1997.08.02.a,02-Aug-97,1997,USA,M,19.0,0,0,Summer
1997.07.27,27-Jul-97,1997,AUSTRALIA,M,19.0,0,0,Summer
1997.07.21,21-Jul-97,1997,SOUTH AFRICA,M,25.0,1,0,Summer
1997.07.17,17-Jul-97,1997,BRAZIL,M,,0,0,Summer
1997.07.14,14-Jul-97,1997,USA,M,50.0,0,0,Summer
1997.07.12,12-Jul-97,1997,OKINAWA,M,55.0,1,0,Summer
1997.07.02.R, 2-Jul-1997,1997,BRAZIL,,,0,0,Summer
1997.06.24,24-Jun-97,1997,USA,M,,0,0,Spring
1997.06.15,15-Jun-97,1997,FIJI,F,47.0,0,0,Spring
1997.06.09,09-Jun-97,1997,USA,M,18.0,0,0,Spring
1997.06.07,07-Jun-97,1997,BRAZIL,M,,,0,Spring
1997.06.02,02-Jun-97,1997,USA,M,33.0,0,0,Spring
1997.05.31.c,31-May-97,1997,USA,M,35.0,0,0,Spring
1997.05.31.b,31-May-97,1997,USA,M,34.0,0,0,Spring
1997.05.31.a,31-May-97,1997,USA,M,12.0,0,0,Spring
1997.05.26,26-May-97,1997,BAHAMAS,M,54.0,0,0,Spring
1997.05.17,17-May-97,1997,BAHAMAS,M,,0,0,Spring
1997.04.20,20-Apr-97,1997,BRAZIL,M,22.0,0,0,Spring
1997.02.28.b,28-Feb-97,1997,AUSTRALIA,F,21.0,0,0,Winter
1997.02.28.a,28-Feb-97,1997,AUSTRALIA,M,30.0,0,0,Winter
1997.02.21,21-Feb-97,1997,USA,M,,,0,Winter
1997.02.20,20-Feb-97,1997,REUNION,M,,0,0,Winter
1997.02.03,03-Feb-97,1997,AUSTRALIA,F,49.0,0,,Winter
1997.01.25,25-Jan-97,1997,AUSTRALIA,M,27.0,0,0,Winter
1997.01.20,20-Jan-97,1997,AUSTRALIA,M,41.0,1,0,Winter
1997.01.03.a,03-Jan-97,1997,REUNION,M,,1,0,Winter
1997.01.01,01-Jan-97,1997,AUSTRALIA,,,0,,Winter
1996.12.29,29-Dec-96,1996,AUSTRALIA,M,18.0,,0,Autnum
1996.12.10,10-Dec-96,1996,SOUTH AFRICA,M,,0,0,Autnum
1996.12.00.b,Dec-96,1996,NEW CALEDONIA,M,,1,0,Autnum
1996.12.00.a,Dec-96,1996,NEW CALEDONIA,F,,0,0,Autnum
1996.11.29.a,29-Nov-96,1996,USA,M,45.0,0,0,Autnum
1996.11.18,18-Nov-96,1996,USA,M,26.0,0,0,Autnum
1996.10.28.b,28-Oct-96,1996,BRAZIL,,,0,0,Autnum
1996.10.28.a,28-Oct-96,1996,BRAZIL,M,,0,0,Autnum
1996.10.09,09-Oct-96,1996,OKINAWA,M,,1,0,Autnum
1996.10.05.,05-Oct-96,1996,USA,M,22.0,0,0,Autnum
1996.10.03.b,03-Oct-96,1996,USA,M,21.0,0,0,Autnum
1996.10.03.a,03-Oct-96,1996,USA,M,31.0,0,0,Autnum
1996.10.00,Oct-96,1996,BRAZIL,,,0,0,Autnum
1996.09.18,18-Sep-96,1996,USA,M,14.0,0,0,Summer
1996.09.06.b,06-Sep-96,1996,NEW ZEALAND,M,23.0,0,0,Summer
1996.09.06.a,06-Sep-96,1996,USA,M,19.0,0,0,Summer
1996.09.02.b,02-Sep-96,1996,USA,M,5.0,0,0,Summer
1996.09.02.a,02-Sep-96,1996,USA,M,28.0,0,0,Summer
1996.09.01.b,01-Sep-96,1996,USA,F,28.0,0,,Summer
1996.09.01.a,01-Sep-96,1996,SOUTH AFRICA,M,29.0,0,1,Summer
1996.08.29,29-Aug-96,1996,USA,M,19.0,0,0,Summer
1996.08.13,13-Aug-96,1996,USA,M,36.0,0,0,Summer
1996.08.11,11-Aug-96,1996,USA,M,21.0,0,0,Summer
1996.07.26,26-Jul-96,1996,USA,F,8.0,0,0,Summer
1996.07.23.b,23-Jul-96,1996,OKINAWA,M,52.0,1,0,Summer
1996.07.23.a,23-Jul-96,1996,EGYPT / ISRAEL,M,,0,0,Summer
1996.07.21,21-Jul-96,1996,USA,M,46.0,0,0,Summer
1996.07.20,20-Jul-96,1996,USA,M,9.0,0,0,Summer
1996.07.14,14-Jul-96,1996,USA,,,,0,Summer
1996.07.10,10-Jul-96,1996,USA,M,18.0,0,0,Summer
1996.07.04.b,04-Jul-96,1996,USA,F,63.0,0,0,Summer
1996.07.04.a,04-Jul-96,1996,BAHAMAS,M,24.0,0,0,Summer
1996.06.25,25-Jun-96,1996,USA,F,24.0,0,0,Spring
1996.06.06,06-Jun-96,1996,AUSTRALIA,M,,0,0,Spring
1996.06.04,04-Jun-96,1996,SOUTH AFRICA,M,,0,0,Spring
1996.05.28,28-May-96,1996,SOUTH AFRICA,M,17.0,0,0,Spring
1996.05.24,24-May-96,1996,AUSTRALIA,M,45.0,1,,Spring
1996.05.18,18-May-96,1996,USA,M,22.0,0,0,Spring
1996.05.10,10-May-96,1996,SOUTH KOREA,M,33.0,1,0,Spring
1996.05.07,07-May-96,1996,USA,M,27.0,0,0,Spring
1996.04.28.b,28-Apr-96,1996,USA,M,,,0,Spring
1996.04.25.b,25-Apr-96,1996,AUSTRALIA,M,11.0,0,0,Spring
1996.04.25.a,25-Apr-96,1996,AUSTRALIA,F,16.0,0,0,Spring
1996.04.07,07-Apr-96,1996,BRAZIL,M,,1,0,Spring
1996.03.05,05-Mar-96,1996,AUSTRALIA,F,47.0,0,0,Winter
1996.03.00,Mar-96,1996,AUSTRALIA,M,7.0,0,0,Winter
1996.02.26,26-Feb-96,1996,AUSTRALIA,M,24.0,0,0,Winter
1996.02.19.R,Reported      19-Feb-1996,1996,USA,F,32.0,0,1,Winter
1996.02.10.c,09-Feb-96,1996,PAPUA NEW GUINEA,M,,1,0,Winter
1996.02.10.b,09-Feb-96,1996,PAPUA NEW GUINEA,,,0,0,Winter
1996.02.10.a,09-Feb-96,1996,PAPUA NEW GUINEA,,14.0,1,0,Winter
1996.02.05,05-Feb-96,1996,DOMINICAN REPUBLIC,,,1,0,Winter
1996.02.04,04-Feb-96,1996,AUSTRALIA,M,7.0,0,0,Winter
1996.01.23,23-Jan-96,1996,USA,M,33.0,0,1,Winter
1996.01.22,22-Jan-96,1996,AUSTRALIA,F,13.0,0,0,Winter
1996.01.16,16-Jan-96,1996,USA,M,53.0,0,0,Winter
1996.01.14.b,14-Jan-96,1996,AUSTRALIA,,,,0,Winter
1996.01.12,12-Jan-96,1996,AUSTRALIA,,,0,,Winter
1996.01.10,10-Jan-96,1996,REUNION,M,25.0,1,0,Winter
1996.00.00.b,1996,1996,FIJI,M,,1,0,
1996.00.00.a,1996,1996,USA,M,,0,0,
1995.12.18,18-Dec-95,1995,USA,M,,,0,Autnum
1995.11.29,11-Nov-95,1995,NEW ZEALAND,M,22.0,0,0,Autnum
1995.11.25.b,25-Nov-95,1995,USA,M,,0,,Autnum
1995.11.25.a,25-Nov-95,1995,,M,,0,0,Autnum
1995.11.17,17-Nov-95,1995,AUSTRALIA,M,,0,0,Autnum
1995.10.28.R,Reported 28-Oct-1995,1995,USA,M,13.0,0,0,Autnum
1995.10.21,21-Oct-95,1995,USA,M,17.0,0,0,Autnum
1995.10.11,11-Oct-95,1995,AUSTRALIA,F,15.0,0,0,Autnum
1995.10.01,01-Oct-95,1995,USA,M,39.0,0,0,Autnum
1995.09.30.b,30-Sep-95,1995,USA,M,14.0,0,0,Summer
1995.09.30.a,30-Sep-95,1995,USA,M,17.0,0,0,Summer
1995.09.28,28-Sep-95,1995,USA,M,25.0,0,0,Summer
1995.09.19.,19-Sep-95,1995,USA,M,19.0,0,0,Summer
1995.09.17,17-Sep-95,1995,USA,F,19.0,0,0,Summer
1995.09.16,16-Sep-95,1995,REUNION,M,,1,0,Summer
1995.09.13,13-Sep-95,1995,USA,M,25.0,1,0,Summer
1995.09.11,11-Sep-95,1995,AUSTRALIA,M,29.0,1,0,Summer
1995.09.03.b,03-Sep-95,1995,USA,M,32.0,0,0,Summer
1995.09.03.a,03-Sep-95,1995,USA,M,9.0,0,,Summer
1995.08.31.b,31-Aug-95,1995,USA,M,19.0,0,0,Summer
1995.08.31.a,31-Aug-95,1995,USA,M,44.0,0,0,Summer
1995.08.27,27-Aug-95,1995,BRAZIL,M,,0,0,Summer
1995.08.26/b,26-Aug-95,1995,USA,M,16.0,0,0,Summer
1995.08.26.a,26-Aug-95,1995,USA,M,18.0,0,0,Summer
1995.08.25,25-Aug-95,1995,USA,M,16.0,0,0,Summer
1995.08.22.c,22-Aug-95,1995,USA,M,23.0,0,0,Summer
1995.08.22.a,22-Aug-95,1995,USA,M,19.0,0,0,Summer
1995.08.21,21-Aug-95,1995,USA,,,0,0,Summer
1995.08.19,19-Aug-95,1995,TONGA,M,18.0,0,0,Summer
1995.08.15,15-Aug-95,1995,USA,M,20.0,0,0,Summer
1995.08.13.a,13-Aug-95,1995,USA,M,15.0,1,,Summer
1995.08.10.b,10-Aug-95,1995,USA,M,20.0,0,0,Summer
1995.08.10.a,10-Aug-95,1995,USA,F,14.0,0,0,Summer
1995.08.07,07-Aug-95,1995,USA,M,12.0,0,0,Summer
1995.08.01,01-Aug-95,1995,TONGA,M,,0,,Summer
1995.08.00,Aug-95,1995,USA,M,,0,,Summer
1995.07.28.e,28-Jul-95,1995,USA,M,,0,0,Summer
1995.07.28.d,28-Jul-95,1995,USA,M,,0,0,Summer
1995.07.28.c,28-Jul-95,1995,USA,M,18.0,0,0,Summer
1995.07.28.b,28-Jul-95,1995,USA,M,18.0,0,0,Summer
1995.07.28.a,28-Jul-95,1995,USA,M,12.0,0,0,Summer
1995.07.24,24-Jul-95,1995,USA,F,7.0,0,0,Summer
1995.07.23,23-Jul-95,1995,USA,M,47.0,0,0,Summer
1984.11.08,08-Nov-84,1984,SOUTH AFRICA,M,14.0,0,0,Autnum
1995.07.07,07-Jul-95,1995,BRAZIL,M,18.0,1,0,Summer
1995.07.06,06-Jul-95,1995,USA,M,34.0,0,0,Summer
1995.07.03,03-Jul-95,1995,USA,F,32.0,0,1,Summer
1995.07.00,Early Jul-1995,1995,USA,M,,0,1,Summer
1995.06.30,30-Jun-95,1995,USA,M,31.0,0,0,Spring
1995.06.24,24-Jun-95,1995,USA,F,,0,0,Spring
1995.06.23,23-Jun-95,1995,USA,M,13.0,0,0,Spring
1995.06.17.b,17-Jun-95,1995,USA,M,,0,0,Spring
1995.06.17.a,17-Jun-95,1995,USA,M,45.0,0,0,Spring
1995.06.16,16-Jun-95,1995,USA,F,10.0,0,0,Spring
1995.06.14,14-Jun-95,1995,USA,M,38.0,0,0,Spring
1995.06.13,13-Jun-95,1995,HONG KONG,F,45.0,1,0,Spring
1995.06.02,02-Jun-95,1995,HONG KONG,M,29.0,1,0,Spring
1995.05.31,31-May-95,1995,HONG KONG,,44.0,1,0,Spring
1995.05.26,26-May-95,1995,USA,M,15.0,0,0,Spring
1995.05.24,24-May-95,1995,FIJI,M,69.0,1,0,Spring
1995.05.18,18-May-95,1995,AUSTRALIA,,,,0,Spring
1995.05.12,12-May-95,1995,SOUTH KOREA,F,44.0,1,0,Spring
1995.04.16,16-Apr-95,1995,USA,M,12.0,0,,Spring
1995.04.13,13-Apr-95,1995,USA,M,20.0,0,0,Spring
1995.04.09.b,09-Apr-95,1995,AUSTRALIA,M,,0,0,Spring
1995.04.09.a,09-Apr-95,1995,JAPAN,M,47.0,1,0,Spring
1995.03.21,21-Mar-95,1995,AUSTRALIA,F,,0,0,Winter
1995.03.11,11-Mar-95,1995,AUSTRALIA,M,35.0,0,0,Winter
1995.03.05,05-Mar-95,1995,BRAZIL,,,1,0,Winter
1995.02.19,19-Feb-95,1995,SOUTH AFRICA,M,22.0,0,0,Winter
1995.02.00,Feb-95,1995,VENEZUELA,M,,0,0,Winter
1995.01.24,24-Jan-95,1995,SOUTH AFRICA,M,14.0,1,0,Winter
1995.01.02,02-Jan-95,1995,BRAZIL,M,17.0,0,0,Winter
1995.00.00.e,1995,1995,SOUTH AFRICA,M,33.0,0,,
1995.00.00.d,1995,1995,AUSTRALIA,M,,0,1,
1995.00.00.c,1995,1995,USA,M,,1,,
1995.00.00.b,1995,1995,USA,M,,,0,
1994.12.30,30-Dec-94,1994,SOUTH AFRICA,M,26.0,0,0,Autnum
1994.12.18,18-Dec-94,1994,USA,,,0,0,Autnum
1994.12.13,13-Dec-94,1994,BRAZIL,M,,0,0,Autnum
1994.12.11,11-Dec-94,1994,BRAZIL,M,,0,0,Autnum
1994.12.10,Reported      10-Dec-1994 ,1994,VANUATU,,,,0,Autnum
1994.12.09.b,09-Dec-94,1994,AUSTRALIA,M,44.0,0,,Autnum
1994.12.09.a,09-Dec-94,1994,USA,M,42.0,1,0,Autnum
1994.12.01,01-Dec-94,1994,BRAZIL,M,,1,0,Autnum
1994.11.25.a,25-Nov-94,1994,SOUTH AFRICA,M,,0,0,Autnum
1994.11.13,13-Nov-94,1994,USA,F,34.0,0,0,Autnum
1994.11.06.a,06-Nov-94,1994,USA,,,0,0,Autnum
1994.10.18,18-Oct-94,1994,BRAZIL,,,0,0,Autnum
1994.10.17,17-Oct-94,1994,BRAZIL,M,,0,0,Autnum
1994.10.08,09-Oct-94,1994,USA,F,9.0,0,1,Autnum
1994.10.05,05-Oct-94,1994,USA,M,16.0,0,0,Autnum
1994.09.26,26-Sep-94,1994,USA,F,30.0,0,0,Summer
1994.09.21,21-Sep-94,1994,USA,M,43.0,0,0,Summer
1994.09.11.R,Reported 11-Sep-1994,1994,USA,M,,1,0,Summer
1994.09.05,05-Sep-94,1994,USA,F,12.0,0,0,Summer
1994.08.22,22-Aug-94,1994,JAPAN,,,0,0,Summer
1994.07.24,24-Jul-94,1994,BRAZIL,M,15.0,0,0,Summer
1994.07.09.d,09-Jul-94,1994,BRAZIL,M,,1,0,Summer
1994.07.09.c,09-Jul-94,1994,REUNION,M,24.0,1,0,Summer
1994.07.09.b,09-Jul-94,1994,SOUTH AFRICA,M,22.0,1,0,Summer
1994.07.09.a,09-Jul-94,1994,SOUTH AFRICA,M,31.0,0,0,Summer
1994.07.08.b,08-Jul-94,1994,BRAZIL,M,,0,0,Summer
1994.07.08.a,08-Jul-94,1994,USA,M,15.0,0,0,Summer
1994.06.24,24-Jun-94,1994,BAHAMAS,M,30.0,0,0,Spring
1994.05.31.b,31-May-94,1994,USA,M,24.0,0,0,Spring
1994.05.31.a,31-May-94,1994,USA,M,28.0,0,0,Spring
1994.05.28,28-May-94,1994,USA,M,35.0,0,0,Spring
1994.05.24,24-May-94,1994,USA,F,36.0,0,0,Spring
1994.05.23,23-May-94,1994,USA,M,26.0,0,0,Spring
1994.05.15,15-May-94,1994,USA,M,22.0,0,0,Spring
1994.04.16,Reported 16-Apr-1994,1994,USA,F,25.0,1,,Spring
1994.04.15,15-Apr-94,1994,REUNION,,,1,0,Spring
1994.04.06,06-Apr-94,1994,BAHAMAS,M,,0,0,Spring
1994.04.03,03-Apr-94,1994,USA,M,71.0,0,0,Spring
1994.04.02,02-Apr-94,1994,SOUTH AFRICA,M,,1,0,Spring
1994.03.23.b,23-Mar-94,1994,CHILE,F,19.0,0,0,Winter
1994.03.23.a,23-Mar-94,1994,CHILE,M,,0,0,Winter
1994.03.07,07-Mar-94,1994,USA,M,33.0,0,1,Winter
1994.03.01,01-Mar-94,1994,BRAZIL,M,25.0,0,0,Winter
1994.02.27,27-Feb-94,1994,SOUTH AFRICA,M,,0,0,Winter
1994.02.19,19-Feb-94,1994,USA,M,23.0,0,0,Winter
1994.02.13,13-Feb-94,1994,USA,M,,0,1,Winter
1994.02.12,12-Feb-94,1994,SOUTH AFRICA,M,15.0,0,0,Winter
1994.02.00,Feb-94,1994,NEW CALEDONIA,,,1,0,Winter
1994.01.31.b,31-Jan-94,1994,BRAZIL,M,,0,0,Winter
1994.01.31.a,31-Jan-94,1994,USA,M,,1,0,Winter
1994.01.30,30-Jan-94,1994,SOUTH AFRICA,M,44.0,0,0,Winter
1994.01.12.R,Reported 12-Jan-1994,1994,AUSTRALIA,,,0,,Winter
1994.01.09,09-Jan-94,1994,AUSTRALIA,M,23.0,0,0,Winter
1994.01.03,03-Jan-94,1994,SOUTH AFRICA,M,33.0,0,0,Winter
1994.00.00.b,Last incident of 1994 in Hong Kong,1994,HONG KONG,F,,0,0,
1994.00.00.a,1994,1994,USA,M,,0,0,
1993.12.00,Dec-93,1993,USA,M,,1,0,Autnum
1993.11.28,28-Nov-93,1993,USA,M,30.0,0,0,Autnum
1993.11.21,21-Nov-93,1993,AUSTRALIA,M,27.0,1,0,Autnum
1993.11.12,12-Nov-93,1993,USA,M,,0,0,Autnum
1993.11.00,Nov-93,1993,SOMALIA,M,,1,0,Autnum
1993.10.30,30-Oct-93,1993,USA,M,26.0,0,0,Autnum
1993.10.26,26-Oct-93,1993,USA,F,26.0,0,0,Autnum
1993.10.10,10-Oct-93,1993,USA,F,34.0,0,,Autnum
1993.10.00,Oct-93,1993,USA,,,0,0,Autnum
1993.09.30,30-Sep-93,1993,SOMALIA,M,21.0,1,0,Summer
1993.09.26,26-Sep-93,1993,SOUTH AFRICA,M,36.0,0,0,Summer
1993.09.16.b,16-Sep-93,1993,EL SALVADOR,,15.0,0,0,Summer
1993.09.16.a,16-Sep-93,1993,EL SALVADOR,M,17.0,1,0,Summer
1993.09.14,14-Sep-93,1993,USA,M,19.0,0,0,Summer
1993.09.09,09-Sep-93,1993,USA,M,16.0,0,0,Summer
1993.09.03,03-Sep-93,1993,SPAIN,M,69.0,0,0,Summer
1993.08.21,21-Aug-93,1993,BAHAMAS,M,51.0,0,0,Summer
1993.08.19.R,Reported      19-Aug-1993,1993,USA,,13.0,0,0,Summer
1993.08.19, 19-Aug-1993,1993,USA,M,,0,0,Summer
1993.08.15.b,15-Aug-93,1993,USA,,,0,,Summer
1993.08.15.a,15-Aug-93,1993,USA,F,19.0,0,0,Summer
1993.08.14,14-Aug-93,1993,AUSTRALIA,,,0,,Summer
1993.08.12,12-Aug-93,1993,USA,M,39.0,0,0,Summer
1993.08.00.b,Aug-93,1993,NEW CALEDONIA,M,,1,0,Summer
1993.08.00.a,Aug-93,1993,EL SALVADOR,,,1,,Summer
1993.07.30,30-Jul-93,1993,SOUTH AFRICA,M,28.0,0,0,Summer
1993.07.07,07-Jul-93,1993,USA,F,12.0,0,0,Summer
1993.06.30,30-Jun-93,1993,BRAZIL,M,,1,0,Spring
1993.06.29,29-Jun-93,1993,REUNION,M,16.0,0,0,Spring
1993.06.11.b,11-Jun-93,1993,HONG KONG,M,61.0,1,0,Spring
1993.06.11.a,11-Jun-93,1993,MEXICO,F,42.0,1,0,Spring
1993.06.10,10-Jun-93,1993,USA,M,22.0,0,0,Spring
1993.06.09,09-Jun-93,1993,AUSTRALIA,M,31.0,1,0,Spring
1993.06.05,05-Jun-93,1993,AUSTRALIA,F,34.0,1,0,Spring
1993.06.01,01-Jun-93,1993,HONG KONG,M,42.0,1,0,Spring
1993.06.00,Jun-93,1993,USA,F,,0,0,Spring
1993.05.00.b,Late May 1993,1993,HONG KONG,F,,1,0,Spring
1993.05.00.a,May-93,1993,SOMALIA,F,,1,0,Spring
1993.04.00,Apr-93,1993,AUSTRALIA,M,32.0,0,,Spring
1993.03.27,27-Mar-93,1993,BRAZIL,M,,0,0,Winter
1993.03.22,22-Mar-93,1993,USA,M,25.0,0,0,Winter
1993.03.17,17-Mar-93,1993,JAPAN,,,0,0,Winter
1993.03.14,14-Mar-93,1993,USA,M,35.0,0,0,Winter
1993.03.12,12-Mar-93,1993,USA,M,55.0,0,0,Winter
1993.03.00,Mar-93,1993,NEW CALEDONIA,,,0,0,Winter
