Date,Year,Type,Area,Location,Activity,Sex,Fatal (Y/N),Species
2017-12-30,2017,Unprovoked,California,"Drakes Estero, Point Reyes, Marin County",Surfing,F,N,
2017-12-21,2017,Provoked,Sepang,Bagan Lalang Beach,Unknown,M,N,Nurse Shark
2017-12-09,2017,Unprovoked,Unknown,Unknown,Snorkeling,F,N,Nurse Shark
2017-11-30,2017,Unprovoked,Cocos Island,Manuelita,Scuba Diving,M,N,Tiger Shark
2017-11-30,2017,Unprovoked,Cocos Island,Manuelita,Scuba Diving,F,Y,Tiger Shark
2017-11-25,2017,Sea Disaster,Unknown,Gars Garabulli,Unknown,Unknown,Y,Blue Shark
2017-11-24,2017,Unprovoked,California,"Stillwater Cove, Monterey County",Spearfishing,M,N,White Shark
2017-11-18,2017,Unprovoked,Florida,"Floridana Beach, Brevard County",Surfing,F,N,
2017-11-13,2017,Unprovoked,Unknown,Unknown,Surfing,M,N,
2017-11-13,2017,Unprovoked,New South Wales,Avoca Beach,Surfing,M,N,Shark
2017-11-04,2017,Unprovoked,Holquin Province,Guardalavaca Beach,Unknown,M,Y,Tiger Shark
2017-10-21,2017,Unprovoked,Queensland,Magnetic Island,Snorkeling,M,N,Cookiecutter Shark
2017-10-28,2017,Unprovoked,New South Wales,Birubi Point,Surfing,M,N,Wobbegong Shark
2017-10-26,2017,Unprovoked,Hawaii,"White Plains Beach, Oahu",Unknown,M,N,
2017-10-23,2017,Unprovoked,Pamplemousses,Le Goulet,Swimming,M,N,
2017-10-23,2017,Unprovoked,Florida,"Juno Beach, Palm Beach County",Surfing,M,N,
2017-10-23,2017,Unprovoked,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Swimming,F,N,
2017-10-22,2017,Unprovoked,South Australia,Normanville,Unknown,F,N,White Shark
2017-10-21,2017,Unprovoked,North Island,"Off Tapuna Beach, Auckand",Kayaking,M,N,Shark
2017-10-18,2017,Unprovoked,Florida,"Lantana Beach, Palm Beach County",Swimming,M,N,Spinner Shark
2017-10-09,2017,Unprovoked,Hawaii,"Davidsons Beach, Kekaha, Kauai",Surfing,M,N,Tiger Shark
2017-10-05,2017,Unprovoked,Hawaii,"Kamaole Beach Park, Maui",Snorkeling,F,N,Shark
2017-10-01,2017,Invalid,Western Cape Province,Dyer Island,Scuba Diving,M,Unknown,
2017-09-25,2017,Unprovoked,Florida,"Hanna Park, Jacksonville, Duval County",Surfing,M,N,Shark
2017-09-25,2017,Unprovoked,Western Australia,Gracetown,Surfing,M,N,White Shark
2017-09-24,2017,Invalid,New York,Rockaway,Surfing,M,Unknown,
2017-09-24,2017,Unprovoked,Florida,Fort Worth,Surfing,M,N,Shark
2017-09-20,2017,Unprovoked,Florida,Palm Beach County,Surfing,M,N,
2017-09-16,2017,Unprovoked,Canary Islands,Gran Canaria,Body Surfing,M,N,
2017-09-16,2017,Unprovoked,Florida,"Ponce Inlet, Volusia County",Surfing,M,N,
2017-09-15,2017,Invalid,Western Cape Province,Hawston,Scuba Diving,M,Unknown,
2017-09-15,2017,Unknown,Upolu Island,Nofoalii,Fishing,M,N,
2017-09-14,2017,Boating,Westerm Australia,Esperance,Fishing,Unknown,N,White Shark
2017-09-13,2017,Unprovoked,Florida,"Ponce Inlet, Volusia County",Surfing,M,N,Shark
2017-09-10,2017,Unprovoked,Westerm Australia,Sam's Creek area,Swimming,M,N,
2017-09-10,2017,Unprovoked,New South Wales,Iluka Beach,Surfing,M,N,White Shark
2017-09-06,2017,Unprovoked,Unknown,Owarigi Island,Spearfishing,M,N,
2017-09-03,2017,Unprovoked,Western Cape Province,Dyer Island,Unknown,M,Y,
2017-09-03,2017,Unprovoked,Shizuoka Prefecture,Iwata City,Surfing,M,N,
2017-09-02,2017,Unprovoked,Florida,"Marathon, Monroe County",Swimming,M,N,Nurse Shark
2017-09-02,2017,Unprovoked,Texas,"South Padre Island, Cameron County",Swimming,F,N,
2017-09-02,2017,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N,
2017-08-27,2017,Unprovoked,Victoria,Cathedral Rock,Surfing,M,N,White Shark
2017-08-27,2017,Unprovoked,Florida,Bathtub Beach,Wading,F,N,
2017-08-26,2017,Invalid,Castellón,Grao de Moncofa,Swimming,F,Unknown,Shark
2017-08-26,2017,Unprovoked,North Island,Off Tutukaka,Unknown,M,N,
2017-08-23,2017,Unprovoked,Massachusetts,"Marconi Beach, Wellfleet, Barnstable County",Unknown,M,N,White Shark
2017-08-18,2017,Unprovoked,Unknown,Unknown,Spearfishing,M,N,Shark
2017-08-10,2017,Unprovoked,South Carolina,"Sea Pines Resort, Hilton Head Island, Beaufort County",Swimming,M,N,Blacktip Shark
2017-08-05,2017,Unprovoked,Red Sea Protectorate,Marsa Ghalib,Snorkeling,F,N,Whitetip Shark
2017-08-03,2017,Provoked,Massachusetts,"Menauhant Beach, Falmouth,
Barnstable County",Fishing,M,N,Shark
2017-08-01,2017,Boating,California,"Between Pescadero Point & Bean Hollow Beach, San Mateo County",Unknown,M,N,White Shark
2017-07-31,2017,Unprovoked,Florida,"Jacksonvlle, Duval County",Unknown,M,N,
2017-07-29,2017,Invalid,South Carolina,"Hilton Head Island, Beaufort County",Swimming,M,Unknown,Small Shark
2017-07-29,2017,Unprovoked,South Carolina,"DeBordieu Colony, Georgetown County",Unknown,F,N,
2017-07-27,2017,Unprovoked,New Providence District,Rose Island,Snorkeling,F,N,
2017-07-26,2017,Unprovoked,40 miles off Grand Bahama Island,Unknown,Spearfishing,M,N,
2017-07-24,2017,Unprovoked,Ascension Island,English Bay,Surfing,M,N,
2017-07-23,2017,Unprovoked,New Jersey,Ventnor,Unknown,F,N,Sandtiger Shark
2017-07-23,2017,Unprovoked,Majorca,"Estanys Beach, Colonia de Sant",Swimming,F,N,Blue Shark
2017-07-22,2017,Unprovoked,Florida,"Snipes Point, Monroe County",Unknown,F,N,Small Shark
2017-07-20,2017,Invalid,South Carolina,"Hilton Head Island, Beaufort County",Swimming,F,Unknown,Shark
2017-07-20,2017,Boating,California,"Stearns Wharf, Santa Barbara",Kayaking,M,N,White Shark
2017-07-20,2017,Unprovoked,California,"Seal Rock, Goleta Beach, Santa Barbara",Unknown,M,N,White Shark
2017-07-14,2017,Unprovoked,Washington,"South Beach, Westport, Grays Harbor County",Surfing,M,N,White Shark
2017-07-14,2017,Unprovoked,Western Australia,Floreat Beach,Surfing,M,N,
2017-07-11,2017,Boating,California,"Santa Cruz, Santa Cruz County",Kayaking,M,N,White Shark
2017-07-09,2017,Unprovoked,Florida,"Haulover Beach, Miami-Dade County",Swimming,M,N,Bull Shark
2017-07-07,2017,Provoked,Tabasco,"Sánchez Magallanes, Cárdenas",Fishing,M,N,Tiger Shark
2017-07-07,2017,Unprovoked,Eastern Cape Province,"Nahoon Reef, East London",Surfing,F,N,White Shark
2017-07-02,2017,Invalid,Anjouan,Moya,Fishing,Unknown,Unknown,Shark
2017-06-29,2017,Invalid,South Carolina,Wrightsville Beach,Fishing,M,Unknown,Shark
2017-06-21,2017,Unprovoked,South Carolina,"South Forest Beach, Hilton Head Island, Beaufort County",Swimming,F,N,
2017-06-19,2017,Unprovoked,Florida,"Singer Island, Palm Beach County",Surfing,M,N,
2017-06-18,2017,Unprovoked,South Carolina,"Burkes Beach, Hilton Head, Beaufort County",Swimming,F,N,Bull Shark
2017-06-18,2017,Unprovoked,Unknown,Roches Noire,Body Boarding,M,N,Bull Shark
2017-06-17,2017,Unprovoked,Ibiza Island,Playa den Bossa,Swimming,M,N,
2017-06-05,2017,Unprovoked,Marquesas,"Atuona Bay, Hiva Oa Island",Surfing,M,N,
2017-06-14,2017,Unprovoked,Unknown,Unknown,Unknown,F,N,
2017-06-11,2017,Unprovoked,Western Australia,"Point Casuarina, Bunbury",Body Boarding,M,N,White Shark
2017-06-10,2017,Unprovoked,Victoria,"Flinders, Mornington Penisula",Surfing,F,N,Gill Shark
2017-06-10,2017,Unprovoked,Florida,"Ponce Inlet, Volusia County",Surfing,M,N,
2017-06-07,2017,Unprovoked,South Devon,Bantham Beach,Surfing,M,N,Shark
2017-06-04,2017,Unprovoked,Florida,"Middle Sambo Reef off Boca Chica, Monroe County",Spearfishing,M,N,Shark
2017-06-02,2017,Unprovoked,New Providence,Athol Island,Snorkeling,F,N,Tiger Shark
2017-05-30,2017,Provoked,South Carolina,"Awendaw, Charleston County",Unknown,F,N,Shark
2017-05-28,2017,Unprovoked,Florida,Off Jupiter,Unknown,M,N,Tiger Shark
2017-05-27,2017,Invalid,New South Wales,Evans Head,Fishing,M,N,
2017-05-12,2017,Unprovoked,"Sharjah,",Khor Fakkan,Spearfishing,M,N,
2017-05-06,2017,Provoked,Queensland,Weipa,Unknown,M,N,Shark
2017-05-06,2017,Unprovoked,Baja California Sur,"Los Arbolitos, Cabo Pulmo",Snorkeling,M,Y,
2017-05-03,2017,Invalid,California,"Sunset Beach, Orange County",Surfing,F,Unknown,Shark
2017-04-29,2017,Unprovoked,California,"San Onofre, San Diego County",Swimming,F,N,
2017-04-29,2017,Unprovoked,Western Cape Province,"Keurbooms, Plettenberg Bay",Surfing,M,N,
2017-04-29,2017,Unprovoked,South Carolina,"Folly Beach, Charleston County",Surfing,F,N,
2017-04-29,2017,Unprovoked,Saint-Leu,Pointe au Sal,Body Boarding,M,Y,
2017-04-27,2017,Unprovoked,South Island,"Porpoise Bay, Catlins",Body Boarding,F,N,
2017-05-26,2017,Invalid,Florida,Unknown,Unknown,F,Unknown,Shark
2017-04-22,2017,Unprovoked,Ascension Island,English Bay,Snorkeling,F,N,
2017-04-20,2017,Invalid,South Carolina,Georgetown County,Swimming,M,Unknown,Shark
2017-04-17,2017,Unprovoked,Florida,"Daytona Beach, Volusia County",Unknown,Unknown,N,
2017-04-17,2017,Unprovoked,Western Australia,Kelpies near Wylie Bay,Surfing,F,Y,White Shark
2017-04-14,2017,Unprovoked,Hawaii,"Kekaha Beach, Kauai",Surfing,M,N,Tiger Shark
2017-04-13,2017,Unprovoked,Florida,"Hanna Park, Jacksonville, Duval County",Surfing,M,N,
2017-04-12,2017,Unprovoked,Florida,St. Augustine,Surfing,F,N,
2017-04-12,2017,Invalid,KwaZulu-Natal,Protea Banks,Scuba Diving,M,Unknown,Shark
2017-04-11,2017,Unprovoked,Florida,"Ormond Beach, Volusia County",Surfing,F,N,
2017-04-10,2017,Unprovoked,Florida,"Melbourne Beach, Brevard County",Unknown,F,N,
2017-04-10,2017,Unprovoked,Florida,"Melbourne Beach, Brevard County",Swimming,F,N,
2017-04-07,2017,Unprovoked,Florida,"Daytona, Volusia County",Swimming,M,N,
2017-04-05,2017,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Swimming,F,N,
2017-04-02,2017,Unprovoked,Queensland,Moreton Bay,Unknown,M,N,
2017-04-02,2017,Unprovoked,Florida,"Destin, Okaloosa County",Swimming,F,N,Bull Shark
2017-03-27,2017,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N,
2017-03-19,2017,Unprovoked,New South Wales,The Farm,Body Boarding,M,N,
2017-03-18,2017,Boating,California,Monterey Bay,Kayaking,M,N,White Shark
2017-03-11,2017,Unprovoked,Luzon Island,"Villamar, Caoayan",Spearfishing,M,N,Shark
2017-03-09,2017,Unprovoked,Great Exuma,Unknown,Unknown,M,N,Lemon Shark
2017-02-25,2017,Unprovoked,Western Australia,Mauds Point,Snorkeling,F,N,Bull Shark
2017-02-24,2017,Unprovoked,Western Australia,"Falcon Bay Beach, Mandurah",Surfing,M,N,
2017-02-21,2017,Unprovoked,Saint-Andre,Unknown,Body Boarding,M,Y,
2017-02-17,2017,Unprovoked,Queensland,Eva Rock,Spearfishing,M,N,
2017-02-11,2017,Unprovoked,Florida,"Melbourne Beach, Brevard County",Swimming,M,N,
2017-02-06,2017,Provoked,Pernambuco,Fernando de Noronha Marine Park,Unknown,F,N,Lemon Shark
2017-02-06,2017,Boating,KwaZulu-Natal,Eastmoor Crescent Beach,Unknown,M,N,Tiger Shark
2017-02-01,2017,Boating,South Carolina,16 miles off Hilton Head,Unknown,Unknown,N,White Shark
2017-02-01,2017,Unprovoked,Bimini,Unknown,Scuba Diving,M,N,Reef Shark
2017-01-24,2017,Unprovoked,Pernambuco,"Boa Viagem, Recife",Swimming,M,N,
2017-01-22,2017,Unprovoked,Florida,"Vero Beach, Indian River County",Unknown,M,N,
2017-01-21,2017,Unprovoked,Queensland,"Boot Reef, Torres Strait",Scuba Diving,M,N,Bull Shark
2017-01-13,2017,Unprovoked,Queensland,Clairview,Swimming,M,N,
2017-01-13,2017,Unprovoked,Florida,Jensen Beach,Unknown,M,N,
2017-01-09,2017,Unprovoked,Bali,Balian Beach,Surfing,M,N,Bull Shark
2017-01-05,2017,Unprovoked,Florida,"Blockhouse Beach, Brevard County",Wading,M,N,
2017-01-03,2017,Invalid,New South Wales,Merimbula,Wading,M,Unknown,Shark
2016-12-27,2016,Unprovoked,Florida,"Avalon State Park Beach, North Hutchinson Island, St Lucie County",Surfing,M,N,
2016-12-24,2016,Unprovoked,Western Australia,"Bundegi Sanctuary Zone, Ningaloo",Snorkeling,F,N,Small Shark
2016-12-19,2016,Unprovoked,Western Cape Province,"Keurbooms Lagoon, Plettenberg Bay",Unknown,M,N,White Shark
2016-12-14,2016,Unprovoked,Western Australia,Trigg Beach,Free Diving,M,N,
2015-12-11,2016,Unprovoked,Tuamotos,Takapoto Atoll,Fishing,M,N,
2016-12-11,2016,Invalid,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Unknown,Shark
2016-12-06,2016,Provoked,New South Wales,Merimbula,Unknown,M,N,Wobbegong Shark
2016-12-01,2016,Unprovoked,New South Wales,Booti Booti National Park,Surfing,M,N,White Shark
2016-11-28,2016,Provoked,Victoria,Queenscliff,Fishing,M,N,Sevengill Shark
2016-11-14,2016,Unprovoked,Hawaii,"Kamaole Beach Park I, Maui",Unknown,F,N,Tiger Shark
2016-10-30,2016,Unprovoked,Florida,"Mayport Naval Station Beach, Duval County",Surfing,M,N,
2016-10-29,2016,Unprovoked,Florida,Mayport Naval StationDuval County,Surfing,M,N,
2016-10-24,2016,Unprovoked,New South Wales,Broken Head Beach,Surfing,M,N,
2016-10-21,2016,Unprovoked,Hawaii,"Hooipa Beach Park, Maui",Surfing,M,N,Shark
2016-10-15,2016,Unprovoked,Queensland,"Kings Beach, Caloundra",Surfing,M,N,
2016-10-14,2016,Unprovoked,Hawaii,"Charlie Young Beach, Kihei, Maui",Snorkeling,F,N,
2016-10-13,2016,Invalid,Unknown,Guadalupe Island,Unknown,M,Unknown,White Shark
2016-10-12,2016,Unprovoked,New South Wales,"Sharpes Beach, Ballina",Surfing,M,N,
2016-10-10,2016,Unprovoked,Oregon,"Indian Beach, Ecola State Park, Clatsop County",Surfing,M,N,
2016-10-02,2016,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N,
2016-10-01,2016,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Unknown,M,N,
2016-09-26,2016,Unprovoked,New South Wales,"Lighthouse Beach, Ballina",Surfing,M,N,White Shark
2016-09-18,2016,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N,
2016-09-18,2016,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N,
2016-09-18,2016,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N,
2016-09-17,2016,Unprovoked,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surfing,M,N,
2016-09-17,2016,Unprovoked,Victoria,Thirteenth Beach,Surfing,M,N,
2016-09-16,2016,Unprovoked,Victoria,Bells Beach,Surfing,M,N,Shark
2016-09-15,2016,Boating,Western Australia,Bunbury,Fishing,Unknown,N,
2016-09-11,2016,Unprovoked,Florida,"Ponte Vedra, St. Johns County",Wading,M,N,Shark
2016-09-07,2016,Unprovoked,Hawaii,"Makaha, Oahu",Swimming,F,N,Tiger Shark
2016-09-06,2016,Unprovoked,North Province,Koumac,Unknown,M,Y,
2016-09-05,2016,Unprovoked,South Carolina,"Kingston Plantation, Myrtle Beach, Horry County",Boogie Boarding,F,N,
2016-09-05,2016,Unprovoked,Western Australia,Injidup,Surfing,M,N,
2016-09-04,2016,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Body Boarding,M,N,
2016-09-01,2016,Unprovoked,California,"Refugio State Beach, Santa Barbara County",Spearfishing,M,N,White Shark
2016-09-01,2016,Invalid,Unknown,Guadalupe Island,Unknown,Unknown,Unknown,
2016-08-29,2016,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N,Bull Shark
2016-08-29,2016,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N,
2016-08-27,2016,Unprovoked,Unknown,Boucan Canot,Surfing,M,N,Bull Shark
2016-08-25,2016,Unprovoked,Florida,"Ponte Vedra, St. Johns County",Wading,M,N,
2016-08-07,2016,Unprovoked,New Providence Island,Nassau,Snorkeling,M,N,
2016-08-06,2016,Unprovoked,Hawaii,Maui,Unknown,M,N,Tiger Shark
2016-06-04,2016,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N,Blacktip Shark
2016-07-29,2016,Unprovoked,Alicante Province,Arenales del Sol,Swimming,M,N,Blue Shark
2016-07-28,2016,Unprovoked,Hong Kong,Unknown,Swimming,M,N,
2016-07-28,2016,Boating,Western Australia,Near Albany,Kayaking,M,N,White Shark
2016-07-27,2016,Provoked,Florida,"Florida Keys, Monroe County",Unknown,M,N,Nurse Shark
2016-07-26,2016,Unprovoked,New South Wales,"Sharpes Beach, Ballina",Surfing,M,N,
2016-07-24,2016,Unprovoked,Kochi Prefecture,Irino Beach,Surfing,M,N,
2016-07-23,2016,Unprovoked,Tasmania,Clifton Beach,Surfing,M,N,
2016-07-23,2016,Unprovoked,Abaco Islands,Green Turtle Cay,Spearfishing,M,N,Bull Shark
2016-07-20,2016,Provoked,Queensland,"20 k off The Spit, off the Gold Coast",Fishing,M,N,Reef Shark
2016-07-17,2016,Boating,Alabama,8 miles off Mobile,Unknown,Unknown,N,Tiger Shark
2016-07-16,2016,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,F,N,
2016-07-16,2016,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Unknown,F,N,
2016-07-15,2016,Unprovoked,California,"Surfside, Orange County",Unknown,M,N,White Shark
2016-07-15,2016,Unprovoked,South Carolina,"North Myrtle Beach, Horry County",Swimming,M,N,
2016-07-14,2016,Unprovoked,Unknown,Tiger Beach,Scuba Diving,M,N,Lemon Shark
2016-07-08,2016,Unprovoked,Canary Islands,"Las Teresitas, Tenerife",Wading,F,N,Angel Shark
2016-07-08,2016,Boating,California,"Capitola, Santa Cruz County",Unknown,M,N,White Shark
2016-07-07,2016,Provoked,Massachusetts,"Off Gloucester, Essec County",Fishing,M,N,Dogfish Shark
2016-07-07,2016,Boating,California,"Off Palos Verdes peninsula, Los Angeles County",Unknown,M,N,White Shark
2016-07-06,2016,Unprovoked,Florida,"Melbourne Beach, Brevard County",Swimming,F,N,
2016-07-04,2016,Provoked,Queensland,Palm Cove,Fishing,M,N,Nurse Shark
2016-06-27,2016,Unprovoked,South Carolina,Sullivan's Island,Unknown,M,N,Shark
2016-06-25,2016,Unprovoked,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",Surfing,M,N,
2016-06-24,2016,Unprovoked,Isla Provedencia,Unknown,Scuba Diving,M,N,Reef Shark
2016-06-23,2016,Unprovoked,Western Cape Province,Ryspunt,Spearfishing,M,N,White Shark
2016-06-21,2016,Unprovoked,South Carolina,"North Myrtle Beach, Horry County",Unknown,M,N,Shark
2016-06-21,2016,Unprovoked,Florida,"Pelican Beach Park, Satellite Beach, Brevard County",Wading,M,N,
2016-06-15,2016,Unprovoked,Hawaii,"Kalapaki Beach, Kauai",Surfing,M,N,Shark
2016-06-15,2016,Provoked,Western Australia,Coral Bay,Spearfishing,M,N,Shark
2016-06-14,2016,Unprovoked,Texas,"Pirates Beach, Galveston",Unknown,F,N,Shark
2016-06-11,2016,Unprovoked,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",Standing,M,N,Shark
2016-06-07,2016,Invalid,South Carolina,"Folly Beach, Charleston County",Surfing,M,Unknown,Shark
2016-06-05,2016,Unprovoked,Florida,"Flagler Beach, Flagler County",Swimming,M,N,
2016-06-05,2016,Unprovoked,Western Australia,Mindarie,Diving,F,Y,Shark
2016-06-04,2016,Unprovoked,Suez,Ain Sokhna,Swimming,M,N,Mako Shark
2016-06-02,2016,Unprovoked,New South Wales,Kingscliff,Spearfishing,M,Unknown,Whaler Shark
2016-06-02,2016,Unprovoked,Unknown,"Côte-Blanche, Nouméa",Unknown,M,N,Shark
2016-05-31,2016,Unprovoked,Western Australia,"Falcon Beach, Mandurah",Surfing,M,Y,White Shark
2016-05-29,2016,Unprovoked,California,"Corona Del Mar, Newport, Orange County",Swimming,F,N,
2016-05-29,2016,Unprovoked,Florida,"Neptune, Duval County",Swimming,M,N,Shark
2016-05-22,2016,Unprovoked,Florida,"Vero Beach, Indian River County",Swimming,F,N,
2016-05-21,2016,Unprovoked,Florida,"St. Petersburg, Pinellas County",Swimming,F,N,Bull Shark
2016-05-21,2016,Unprovoked,Florida,"Hugenot Beach , Jacksonville, Duval County",Swimming,F,N,
2016-05-18,2016,Unprovoked,Florida,"Ponte Vedra, St. Johns County",Swimming,M,N,Blacktip Shark
2016-05-15,2016,Provoked,Florida,"Boca Raton, Palm Beach County",Unknown,F,N,Nurse Shark
2016-05-03,2016,Unprovoked,Hawaii,"Wailea Beach, Maui",Unknown,M,N,
2016-05-02,2016,Provoked,North Island,Cormandel,Fishing,M,N,Mako Shark
2016-04-25,2016,Unprovoked,Bali,Balian,Surfing,M,N,Bull Shark
2016-04-23,2016,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N,
2016-04-22,2016,Unprovoked,Western Cape Province,"Robberg Beach, Plettenberg Bay",Unknown,M,N,White Shark
2016-04-19,2016,Unprovoked,New South Wales,"First Sun Beach, Byron Bay",Swimming,M,N,Wobbegong Shark
2016-04-18,2016,Provoked,Tuamotos,Makemo Atoll,Spearfishing,M,N,Reef Shark
2016-04-18,2016,Provoked,Tuamotos,Makemo Atoll,Spearfishing,M,N,Reef Shark
2016-04-13,2016,Unprovoked,Florida,"Off Singer Island, Palm Beach County",Spearfishing,M,N,Bull Shark
2016-04-09,2016,Unprovoked,Grand Terre,Poe Beach,Unknown,F,Y,Tiger Shark
2016-04-08,2016,Invalid,Boa Vista Island,Unknown,Unknown,M,Unknown,Shark
2016-04-07,2016,Unprovoked,Florida,"Florida Keys, Monroe County",Fishing,M,N,Shark
2016-04-07,2016,Invalid,Florida,"Corners Beach, Jupiter, Palm Beach County",Unknown,M,Unknown,
2016-03-31,2016,Unprovoked,Hawaii,"Olowalu, Maui",Snorkeling,F,N,
2016-03-30,2016,Unprovoked,New South Wales,Bombo Beach,Surfing,M,N,
2016-03-28,2016,Unprovoked,Florida,"Fort Myers Beach, Lee County",Unknown,M,Unknown,Shark
2013-03-28,2016,Unprovoked,New South Wales,North Cronulla Beach,Surfing,M,N,
2016-03-26,2016,Provoked,Unknown,Unknown,Unknown,M,N,Nurse Shark
2016-03-13,2016,Invalid,California,"Bolsa Chica State Park, Orange County",Surfing,Unknown,Unknown,Shark
2016-03-11,2016,Unprovoked,Florida,"Vero Beach, St. Lucie County",Body Surfing,M,N,
2016-03-10,2016,Unprovoked,Vanua Levu,Unknown,Unknown,M,Y,
2016-03-04,2016,Unprovoked,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Unknown,M,N,
2016-03-03,2016,Unprovoked,South Australia,Wrights Bay,Fishing,M,N,
2016-03-02,2016,Unprovoked,Santa Catarina State,Escalerio Beach Balneário Camboriú,Swimming,M,N,Sandtiger Shark
2016-02-22,2016,Unprovoked,South Province,"Ricaudy Reef, Noumea",Unknown,M,N,
2016-02-19,2016,Unprovoked,South Province,Yate,Spearfishing,M,N,
2016-02-12,2016,Unprovoked,Altagracia Province,"Bavaro Beach, Punta Cana",Wading,F,N,
2016-02-10,2016,Invalid,Grand Cayman,Stingray City Bar,Unknown,M,Unknown,Shark
2016-02-11,2016,Invalid,Tasmania,Nettley Bay,Surfing,M,Unknown,Shark
2016-02-05,2016,Unprovoked,Queensland,Stradbroke Island,Unknown,F,N,
2016-02-04,2016,Unprovoked,New South Wales,Hams Beach,Windsurfing,M,N,
2016-02-02,2016,Unprovoked,Balneário Camboriú,Estaleirinho beach,Swimming,M,N,Sandtiger Shark
2016-01-29,2016,Boating,KwaZulu-Natal,Unknown,Unknown,M,N,
2016-01-28,2016,Unprovoked,Hawaii,"Hanalei Bay, Kauai",Surfing,M,N,Reef Shark
2016-01-25,2016,Unprovoked,Hawaii,"Hanalei Bay, Kauai,",Surfing,F,N,
2016-01-24,2016,Unprovoked,Texas,Off Surfside,Spearfishing,M,N,Bull Shark
2016-01-24,2016,Boating,Fujairah Emirate,35 miles off Fujairah,Fishing,M,N,Mako Shark
2016-01-23,2016,Unprovoked,Hawaii,"Wailea Beach, Maui",Unknown,M,N,Tiger Shark
2016-01-11,2016,Unprovoked,Queensland,"Happy Valley Beach, Caloundra",Surfing,M,N,Wobbegong Shark
2016-01-05,2016,Unprovoked,Queensland,Heron Island,Wading,M,N,Blacktip Shark
2016-01-02,2016,Unprovoked,Queensland,Miall Island,Spearfishing,M,N,Shark
2015-12-26,2015,Boating,KwaZulu-Natal,Westbrook Beach,Unknown,M,N,White Shark
2015-12-25,2015,Unprovoked,Grand Canary Island,"Arinaga Beach, Aguimes, Gran Canaria",Swimming,F,N,Silky Shark
2015-12-22,2015,Unprovoked,Hawaii,La'aloa Beach Park,Unknown,M,N,Shark
2015-12-21,2015,Unprovoked,New South Wales,Bondi Beach,Surfing,M,N,Whaler Shark
2015-12-21,2015,Unprovoked,Pernambuco,Fernano de Noronha,Scuba Diving,M,N,Tiger Shark
2015-12-19,2015,Unprovoked,Unknown,Boat capsized,Unknown,M,Y,
2015-12-13,2015,Boating,New South Wales,Lake Macquarie,Fishing,Unknown,N,White Shark
2015-12-11,2015,Unprovoked,Unknown,Off Andros Island,Unknown,M,N,Bull Shark
2015-12-08,2015,Unprovoked,Eastern Cape Province,Mpande,Unknown,F,N,
2015-11-20,2015,Unprovoked,Galapagos Islands,"Punta Vicente Roca, Isabella Island",Snorkeling,M,N,Galapagos Shark
2015-11-16,2015,Unprovoked,Florida,"Playalinda Beach, Brevard County",Surfing,M,N,
2015-11-15,2015,Unprovoked,Florida,"Palm Beach, Palm Beach County",Swimming,F,N,
2015-11-15,2015,Unprovoked,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Surfing,M,N,Spinner Shark
2015-11-10,2015,Unprovoked,New South Wales,East Ballina,Surfing,M,N,Bull Shark
2015-11-07,2015,Invalid,Florida,"Paradise Beach, Melbourne, Brevard County",Surfing,F,Unknown,Shark
2015-11-03,2015,Unprovoked,Hawaii,"Kehena Beach, Hawaii",Swimming,M,N,
2015-11-01,2015,Unprovoked,Florida,"Cocoa Beach, BrevardCounty",Wading,F,N,Shark
2015-11-01,2015,Unprovoked,Inhambane Province,Maxixe,Fishing,M,N,
2015-10-30,2015,Unprovoked,Western Australia,Bald Island,Spearfishing,M,N,
2015-10-28,2015,Unprovoked,Hawaii,"Malaka, Oahu",Body Boarding,M,N,
2015-10-25,2015,Unprovoked,Western Cape Province,Stil Bay,Surfing,M,N,White Shark
2015-10-21,2015,Unprovoked,Florida,"Playalinda Beach, Brevard County",Surfing,M,N,Shark
2015-10-19,2015,Unprovoked,Florida,"Deerfield Beach, Broward County",Surfing,M,N,Spinner Shark
